model,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,split,test_size,random_state,n_estimators,max_depth
Random Forest,0.009950351466923007,0.059935163071893074,0.006120613179056568,0.027414788076456992,0.993324535265974,0.7256831643254589,chronological,0.2,42,200,8
