loss,mae,val_loss,val_mae
0.0009056712733581662,0.021409088745713234,0.001949224271811545,0.031118454411625862
0.0009170491830445826,0.02169998735189438,0.0020275567658245564,0.03380672261118889
0.0008022727561183274,0.020627811551094055,0.0020683484617620707,0.03563056141138077
0.0008255911525338888,0.020585350692272186,0.002205481054261327,0.03709951043128967
0.000785677635576576,0.021300772204995155,0.0018374286592006683,0.03071967326104641
0.0007128858123905957,0.019477495923638344,0.0019653032068163157,0.033428747206926346
0.0007907077088020742,0.019020574167370796,0.0019239910179749131,0.03368399292230606
0.0008997163968160748,0.02034209482371807,0.001754752011038363,0.030621809884905815
0.000708028906956315,0.018397197127342224,0.0017426999984309077,0.02948729135096073
0.0007426178199239075,0.020471196621656418,0.0018503152532503009,0.03201635554432869
0.000699396594427526,0.019196871668100357,0.0017006350681185722,0.029320793226361275
0.0008940861443988979,0.019276540726423264,0.001762626925483346,0.03106061927974224
0.0007267316104844213,0.0196393933147192,0.0018790230387821794,0.03443558141589165
0.0010386325884610415,0.021594369783997536,0.0017454944318160415,0.028950748965144157
0.000773874984588474,0.018999548628926277,0.0017801654757931828,0.0288062896579504
0.0007328366627916694,0.01913698948919773,0.0018701556837186217,0.03272709995508194
0.000952673377469182,0.02104375697672367,0.001956041669473052,0.0327225923538208
0.0010764517355710268,0.02054915577173233,0.0017228367505595088,0.03063904494047165
