model,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,split,test_size,lookback_weeks,epochs_requested,epochs_trained,batch_size,learning_rate,validation_split,random_state
LSTM,0.020907317624545712,0.06682381407399512,0.014527479186654091,0.0442572645843029,0.9698635935783386,0.6590021848678589,chronological_sequence,0.2,8,250,105,16,0.001,0.15,42
