date,poi_id,display_name_en,category_clean,query_area,lat,lon,crowdindex_poi,crowd_pressure_100,city_demand_score,poi_weight_value
2026-05-03,otm_N8699169212,Post Museum,museum,Eminonu / Spice Bazaar,41.01471710205078,28.973899841308594,0.0027319120303507,72.61,0.6084517240524292,0.0044899404872347
2026-05-03,otm_W303179753,Little Hagia Sophia,religious,Sultanahmet Core,41.00273132324219,28.972192764282227,0.0027248969737299,72.43,0.6084517240524292,0.0044784111310944
2026-05-03,otm_W319020883,Istanbul Archaeology Museums,museum,Topkapi Palace,41.01164627075195,28.98172950744629,0.0027210310575533,72.32,0.6084517240524292,0.0044720574369166
2026-05-03,otm_Q879941,Palace of Blachernae,historic,Balat / Fener,41.03390121459961,28.94029998779297,0.0027125536941062,72.1,0.6084517240524292,0.0044581247564556
2026-05-03,otm_N4988111427,Ruins of Bucoleon Palace,historic,Sultanahmet Core,41.002532958984375,28.976146697998047,0.0027121775784149,72.09,0.6084517240524292,0.004457506604388
2026-05-03,otm_W280961352,Galata Bridge,attraction,Eminonu / Spice Bazaar,41.02000427246094,28.97311782836914,0.0027039819115094,71.87,0.6084517240524292,0.0044440368966338
2026-05-03,otm_Q6374536,"Kasim Aga Mosque, Istanbul",religious,Balat / Fener,41.02899932861328,28.93899917602539,0.0027036043234492,71.86,0.6084517240524292,0.0044434163247047
2026-05-03,otm_R7574356,New Mosque,religious,Eminonu / Spice Bazaar,41.01690673828125,28.972124099731445,0.0027036043234492,71.86,0.6084517240524292,0.0044434163247047
2026-05-03,otm_W530509576,Palace of the Porphyrogenitus,historic,Balat / Fener,41.03369140625,28.94047737121582,0.0026732362362442,71.05,0.6084517240524292,0.0043935058946664
2026-05-03,otm_W261825033,Church of St. Mary of the Mongols,religious,Balat / Fener,41.02960205078125,28.94902610778809,0.0026536036439028,70.53,0.6084517240524292,0.0043612394196687
2026-05-03,otm_W175518494,Rüstem Pasha Mosque,religious,Eminonu / Spice Bazaar,41.01766586303711,28.96869850158691,0.002653538550588,70.53,0.6084517240524292,0.0043611324377798
2026-05-03,otm_N7294561685,Chora Mosque / Kariye Museum,museum,Balat / Fener,41.031097412109375,28.93909072875977,0.0026469611644764,70.36,0.6084517240524292,0.0043503224000207
2026-05-03,otm_W137519649,Molla Zeyrek Mosque,religious,Fatih / Valens Aqueduct,41.01970672607422,28.95724868774414,0.002625721700027,69.79,0.6084517240524292,0.0043154150053831
2026-05-03,otm_N4519367793,Aziz Mahmud Hüdayi Mosque,religious,Uskudar Waterfront,41.02224349975586,29.01427459716797,0.0026137090301408,69.47,0.6084517240524292,0.0042956719930596
2026-05-03,otm_N4312551404,Bulgarian St. Stephen Church,religious,Balat / Fener,41.03173828125,28.94965362548828,0.002596061430376,69.0,0.6084517240524292,0.0042666678846526
2026-05-03,otm_N5113500244,Cistern of Philoxenos,museum,Sultanahmet Core,41.00749206542969,28.974090576171875,0.0025417551404249,67.56,0.6084517240524292,0.0041774146410438
2026-05-03,otm_N1908677124,Milion,historic,Hagia Sophia / Basilica Cistern,41.00806427001953,28.977983474731445,0.0025274731829421,67.18,0.6084517240524292,0.0041539420187827
2026-05-03,otm_W165574748,Kılıç Ali Pasha Complex,religious,Galata Tower,41.02641677856445,28.9809627532959,0.0025076621027165,66.65,0.6084517240524292,0.0041213821961337
2026-05-03,otm_N415068999,Anadoluhisarı,museum,Rumeli Hisari,41.083274841308594,29.06653213500977,0.0025049742017947,66.58,0.6084517240524292,0.0041169645885972
2026-05-03,otm_N415156590,The Walled Obelisk,historic,Sultanahmet Core,41.00539779663086,28.97481918334961,0.0025021443004858,66.51,0.6084517240524292,0.0041123136011859
2026-05-03,otm_R8120955,Turkish and Islamic Arts Museum,museum,Sultanahmet Core,41.00642395019531,28.974912643432617,0.0024899394123405,66.18,0.6084517240524292,0.0040922546751235
2026-05-03,otm_W109874498,German Fountain,attraction,Sultanahmet Core,41.00711441040039,28.976675033569336,0.0024813990881373,65.96,0.6084517240524292,0.0040782185176675
2026-05-03,otm_N6072311187,Theodosius Cistern,historic,Sultanahmet Core,41.00741195678711,28.97248649597168,0.0024732167151227,65.74,0.6084517240524292,0.0040647706586326
2026-05-03,otm_Q1247291,Forum of Theodosius,historic,Suleymaniye,41.00972366333008,28.963611602783203,0.0024481470491508,65.07,0.6084517240524292,0.0040235682674143
2026-05-03,otm_W329233993,Church of St. Mary of Blachernae,religious,Eyup / Pierre Loti,41.038448333740234,28.94247817993164,0.0024258445629024,64.48,0.6084517240524292,0.0039869137796928
2026-05-03,otm_N2500907259,Arap Mosque,religious,Galata Tower,41.02434158325195,28.971057891845703,0.0024229597603597,64.4,0.6084517240524292,0.0039821725612384
2026-05-03,otm_N1768294290,Great Palace Mosaic Museum,museum,Sultanahmet Core,41.004268646240234,28.977449417114254,0.0024028772562089,63.87,0.6084517240524292,0.0039491666490896
2026-05-03,otm_W230687140,Küçüksu Palace,museum,Rumeli Hisari,41.07839584350586,29.06487464904785,0.002392465068758,63.59,0.6084517240524292,0.0039320540548783
2026-05-03,otm_N2329194003,Republic Monument,historic,Istiklal / Pera,41.036964416503906,28.985143661499023,0.0023915990345495,63.57,0.6084517240524292,0.0039306307140046
2026-05-03,otm_N4977947521,Church of St. Polyeuktos,historic,Fatih / Valens Aqueduct,41.01423263549805,28.952959060668945,0.0023887736491278,63.49,0.6084517240524292,0.0039259871485253
2026-05-03,otm_Q1997570,Palace of Antiochos,historic,Sultanahmet Core,41.00740051269531,28.975099563598633,0.0023858684945353,63.42,0.6084517240524292,0.0039212124811562
2026-05-03,otm_N768706518,Neve Shalom Synagogue,religious,Galata Tower,41.02669525146485,28.97247314453125,0.0023692844009068,62.98,0.6084517240524292,0.0038939562618492
2026-05-03,otm_R7328116,Laleli Camii,religious,Fatih / Valens Aqueduct,41.01008605957031,28.95666885375977,0.0023632573091473,62.82,0.6084517240524292,0.0038840506415325
2026-05-03,otm_N654205150,Pera Museum,museum,Istiklal / Pera,41.0318603515625,28.97514533996582,0.0023627166487851,62.8,0.6084517240524292,0.0038831620577043
2026-05-03,otm_Q1997580,Palace of Lausus,historic,Sultanahmet Core,41.0078010559082,28.975400924682617,0.0023541792443447,62.57,0.6084517240524292,0.0038691306989245
2026-05-03,otm_Q1463961,İstanbul Modern,museum,Galata Tower,41.0260009765625,28.98294448852539,0.0023514253367957,62.5,0.6084517240524292,0.0038646046084556
2026-05-03,otm_Q1152384,Palace of Daphne,historic,Sultanahmet Core,41.00600051879883,28.97599983215332,0.0023509237174007,62.49,0.6084517240524292,0.0038637801890725
2026-05-03,otm_W498861882,Nusretiye Camii,religious,Galata Tower,41.02741241455078,28.983144760131836,0.0023447286596177,62.32,0.6084517240524292,0.0038535985139484
2026-05-03,otm_N4695996389,Column of the Goths,historic,Topkapi Palace,41.01464080810547,28.98567771911621,0.0023416929833192,62.24,0.6084517240524292,0.0038486093320979
2026-05-03,otm_W437709811,Yıldız Hamidiye Mosque,religious,Yildiz Palace,41.04939651489258,29.00998878479004,0.0023386224271563,62.16,0.6084517240524292,0.0038435628246405
2026-05-03,otm_W403116676,Aşiyan Asri Cemetery,historic,Rumeli Hisari,41.082759857177734,29.05545997619629,0.0023358583577796,62.09,0.6084517240524292,0.0038390200330476
2026-05-03,otm_Q20474865,Divanyolu Çeşmesi,historic,Sultanahmet Core,41.00837707519531,28.973268508911133,0.0023332830716274,62.02,0.6084517240524292,0.0038347875096602
2026-05-03,otm_W103339339,Tiled Kiosk,museum,Topkapi Palace,41.01202392578125,28.981237411499023,0.0023316796092362,61.98,0.6084517240524292,0.0038321521939436
2026-05-03,otm_W474779384,Ataturk Cultural Center,attraction,Dolmabahce,41.03652572631836,28.988290786743164,0.0023202360960378,61.67,0.6084517240524292,0.0038133445996086
2026-05-03,otm_W110314231,Theotokos Kyriotissa (Kalenderhane),religious,Suleymaniye,41.013145446777344,28.960369110107425,0.002315157845681,61.54,0.6084517240524292,0.0038049984150946
2026-05-03,otm_W316903985,Pertevniyal Valide Sultan Mosque,religious,Fatih / Valens Aqueduct,41.0100212097168,28.952899932861328,0.0023007345473742,61.15,0.6084517240524292,0.0037812934969612
2026-05-03,otm_W330645373,Gül Mosque,religious,Balat / Fener,41.026763916015625,28.95638084411621,0.0022774195235338,60.53,0.6084517240524292,0.0037429748877457
2026-05-03,otm_W639302102,Beyazıt Tower,attraction,Suleymaniye,41.01277923583984,28.964927673339844,0.0022721008597691,60.39,0.6084517240524292,0.0037342335800061
2026-05-03,otm_W35391586,Eyüp Cemetery,historic,Eyup / Pierre Loti,41.05241394042969,28.93324851989746,0.0022649520223252,60.2,0.6084517240524292,0.0037224843529741
2026-05-03,otm_N6373152087,Ibrahim Pasha Palace,historic,Sultanahmet Core,41.005863189697266,28.972335815429688,0.002261191565371,60.1,0.6084517240524292,0.0037163039826906
2026-05-03,otm_W32396432,Sultan Ahmed III Fountain,attraction,Hagia Sophia / Basilica Cistern,41.008262634277344,28.981260299682617,0.0022554786372085,59.95,0.6084517240524292,0.003706914695198
2026-05-03,otm_W165717590,Crimea Memorial Church,religious,Galata Tower,41.02765274047851,28.977121353149418,0.002249699921362,59.8,0.6084517240524292,0.0036974172846097
2026-05-03,otm_W498861869,Naval Museum,museum,Dolmabahce,41.04105758666992,29.005691528320312,0.0022462554392491,59.71,0.6084517240524292,0.003691756223959
2026-05-03,otm_N3236233297,Column of Marcian,historic,Fatih / Valens Aqueduct,41.01544189453125,28.950284957885746,0.0022455971371305,59.69,0.6084517240524292,0.0036906742940498
2026-05-03,otm_Q3082387,Church of the Virgin of the Pharos,religious,Sultanahmet Core,41.00583267211914,28.977222442626953,0.0022429475916562,59.62,0.6084517240524292,0.0036863197242958
2026-05-03,otm_Q105814877,Horhor Çeşmesi (Kırma Tulumba Sokağı),historic,Fatih / Valens Aqueduct,41.0131950378418,28.951019287109375,0.002240957360655,59.56,0.6084517240524292,0.0036830487482717
2026-05-03,otm_N5112732265,II.  Bayezid Turkish Bath Culture Museum,museum,Suleymaniye,41.00994491577149,28.9615535736084,0.0022396035824847,59.53,0.6084517240524292,0.0036808237925081
2026-05-03,otm_W525963959,Eski Imaret Mosque,religious,Fatih / Valens Aqueduct,41.021629333496094,28.95499610900879,0.002237321265904,59.47,0.6084517240524292,0.0036770727692297
2026-05-03,otm_W335364925,Imperial Gate,historic,Hagia Sophia / Basilica Cistern,41.00860977172851,28.98147201538086,0.0022366061698614,59.45,0.6084517240524292,0.003675897497611
2026-05-03,otm_W491935728,Süreyya Opera House,attraction,Kadikoy Historic Center,40.98799514770508,29.02902603149414,0.0022247302570033,59.13,0.6084517240524292,0.0036563792476191
2026-05-03,otm_N6373152085,Prison of Anemas,attraction,Eyup / Pierre Loti,41.03841400146485,28.940797805786133,0.0022228448392659,59.08,0.6084517240524292,0.0036532805338463
2026-05-03,otm_N409151055,Haydarpaşa Terminal,attraction,Kadikoy Historic Center,40.99607467651367,29.017623901367188,0.0022214711848779,59.05,0.6084517240524292,0.0036510229112055
2026-05-03,otm_W111002511,Tomb of Hürrem Sultan,historic,Suleymaniye,41.0156364440918,28.96457862854004,0.0022149704191224,58.87,0.6084517240524292,0.0036403388002095
2026-05-03,otm_Q85813863,Tomb of Suleiman the Magnificent,historic,Suleymaniye,41.01568984985352,28.96446990966797,0.0022146183600391,58.86,0.6084517240524292,0.0036397601855564
2026-05-03,otm_Q3407358,Hodegon Monastery,religious,Topkapi Palace,41.009029388427734,28.98503303527832,0.0022076081665682,58.68,0.6084517240524292,0.0036282388220796
2026-05-03,otm_N5787843345,Kaligaria Gate,historic,Eyup / Pierre Loti,41.03647232055664,28.93939781188965,0.002199550684706,58.46,0.6084517240524292,0.0036149962236224
