poi_id,name,category,lat,lon
269497288,Barbaros Hayrettin Türbesi,historic:memorial,41.0419227,29.0068359
269709058,Kanburun Bahçesi,tourism:attraction,41.042587,29.0038953
288789401,Erbilgin Yalısı,tourism:attraction,41.1189172,29.0684191
288789412,Besteci Faik Canselen'in Evi,tourism:attraction,41.1188112,29.0641646
415157636,Yılanlı Sütun,tourism:attraction,41.0056649,28.9751101
554083364,Sabancı Üniversitesi Sakıp Sabancı Müzesi,tourism:museum,41.106019,29.0556289
663391267,Çemberlitaş Hamamı,tourism:attraction,41.0085416,28.9716244
1026149714,Millî Egemenlik Parkı,leisure:park,41.0002134,28.8517727
1026149721,Siyavuşpaşa Kasrı,tourism:museum,41.0005858,28.8514348
1035582478,Unknown,historic:city_gate,40.9998226,28.9205403
1037084486,Havacılık Müzesi,tourism:museum,40.9641579,28.8262655
1346157990,Askerî Müze,tourism:museum,41.0488755,28.9882427
1352425761,Miniatürk Açıkhava Müzesi,tourism:museum,41.059005,28.9490675
1426032250,BJK 100 Yıl Kartal Heykeli,historic:monument,41.0435474,29.0041967
1620494633,Hatice Turhan Sultan Türbesi,historic:monument,41.0162025,28.9719047
1652694014,Magnaura Sarayı,historic:ruins,41.0054477,28.9796589
1770612643,Osmanlı Bankası Müzesi,tourism:museum,41.0238356,28.9736169
1807703751,Istanbul Photography Museum,tourism:museum,41.0046397,28.967754
1900616737,Ancient Hippodrome Substructure,historic:archaeological_site,41.00408,28.9733493
1908677124,Milyon Taşı,historic:monument,41.0080674,28.9780181
2201713283,Garipçe Kalesi,tourism:viewpoint,41.2140768,29.1106021
2201717708,Pompeus Sütunu / Roke Kayalıkları,historic:ruins,41.23394,29.1157573
2201720559,Rumeli Kavağı Tabyaları,historic:castle,41.1820279,29.0746658
2278535412,Ancient Roman Ruins,historic:ruins,41.0010689,28.6905849
2282062752,Büyükçekmece Kervansaray (Kurşunlu Han),historic:monument,41.0219982,28.5757305
2329194003,Cumhuriyet Anıtı,historic:memorial,41.0369723,28.9851248
2436912685,Sadun Oda Boro Heykeli,historic:memorial,40.9766053,29.0411538
2436912720,Unknown,historic:memorial,40.9694217,29.0374491
2437539073,Lefter Küçükandonyadis Heykeli,historic:memorial,40.9864334,29.0339763
2437773517,Yunus Emre Heykeli,historic:memorial,40.9852779,29.0336422
2437773604,Süreyya İlmen Heykeli,historic:memorial,40.9869314,29.0337289
2446138465,Atatürk Anıtı,historic:memorial,40.980354,29.0239767
2446513068,Osmanlı Hamam Kalıntısı,historic:ruins,40.987487,29.028564
2450994883,Atatürk Anıtı,historic:memorial,40.9812845,29.0211319
2454858578,Alex de Souza Heykeli,historic:memorial,40.9875075,29.0338605
2454972018,2. Abdülhamit Anıtı,historic:memorial,41.0017691,29.0071158
2457038208,Fazıl Hüsnü Dağlarca Heykeli,historic:memorial,40.9790323,29.0397211
2457038212,Osman Hamdi Bey Heykeli,historic:memorial,40.9800644,29.0387997
2458877600,Unknown,historic:memorial,41.0053889,29.0167112
2459760384,Aslı Nemutlu Heykeli,historic:memorial,40.9796099,29.0392155
2472730735,Binbirdirek Sarnıcı,tourism:museum,41.007606,28.9744173
2517658756,St. George's Anglikan Kilisesi,historic:ruins,41.1909401,28.9623135
2532890476,Vecihi Hürkuş Heykeli,historic:memorial,40.9843724,29.0392821
2575834483,Filiboz Antik Bizans kasabası,historic:monument,41.1261093,28.7018667
2585168071,Devlet baba türbesi,historic:tomb,41.1540243,28.6757334
2832656982,Atatürk Anıtı,historic:monument,41.2464998,29.0369322
2852238747,Atatürk Heykeli,historic:monument,40.9597526,29.190948
2852239163,Seyit Onbaşı Heykeli,historic:monument,40.959791,29.1918835
2892392880,Boğa Heykeli,historic:memorial,40.9904912,29.0292074
3137358326,Yeniköy Doğayı Koruma Derneği Bahçesi,leisure:park,41.1226588,29.0617394
3195027800,Fransız Kültür Merkezi,tourism:museum,41.0362806,28.9841655
3220979738,Manifaturaci Draper,historic:memorial,41.0148075,28.9710909
3236233297,Kıztaşı,historic:memorial,41.0154411,28.9502846
3254365422,Atatürk,historic:memorial,41.0150527,28.9768215
3254396169,Yıldız Seramik Fabrikası,tourism:museum,41.0482849,29.0188194
3254460380,Fatih Anıtı,historic:memorial,41.0155727,28.9542189
3254460381,Hava Şehitleri Anıtı,historic:memorial,41.0160748,28.9526349
3254468506,Adam Mickiewicz Müzesi,tourism:museum,41.0387821,28.9771474
3279345565,Hamal,historic:memorial,41.0144875,28.9729077
3279398393,Masumiyet Müzesi,tourism:museum,41.0308716,28.9797952
3281285898,Atatürk,historic:memorial,41.0044513,28.9733107
3281285899,Mithat Paşa,historic:memorial,41.0042194,28.9733768
3373094254,Halı Müzesi,tourism:museum,41.0056817,28.9786693
3374678647,Koca Sinan Paşa Külliyesi,historic:monument,41.0088088,28.9690637
3374678648,Kara Mustafa Paşa Külliyesi,historic:monument,41.0087157,28.9677599
3374681017,Atik Ali Paşa Medresesi,historic:monument,41.0084081,28.9699808
3383039241,Bayram Paşa Külliyesi,historic:monument,41.0087737,28.9423415
3384627300,Unknown,historic:monument,40.9961969,28.9285033
3386270532,Galatasaray Müzesi,tourism:museum,41.0334816,28.9769398
3400112453,Yedi Kule Hisarı Müzesi,tourism:museum,40.9935689,28.9239308
3473367184,Sevda Tepesi,historic:memorial,41.075268,29.0653173
3473447794,Otağtepe Parkı,leisure:park,41.088684,29.077145
3580821812,Muzeum Adama Mickiewicza,tourism:museum,41.0387821,28.9771474
3709006362,Dogan Kuloğlu Parkı,leisure:park,40.9950779,28.8400371
3811143694,Kartonpiyer Müzesi,tourism:museum,41.029581,28.9789875
3834100190,Unknown,leisure:park,41.1046655,29.1115713
3842144057,Süvari Birliği Nalbanthanesi,historic:fort,41.1085896,29.0106977
4031869601,Panorama Zafer Müzesi,tourism:museum,41.0607508,28.947846
4042738985,Unknown,leisure:park,41.0595294,28.956771
4042738986,Unknown,leisure:park,41.0587845,28.9550651
4057360456,Ahmet Adnan Saygun Heykeli,tourism:artwork,41.0685915,29.0299016
4057395316,Unknown,leisure:park,41.0011604,28.5975942
4124679395,Akatlar Kültür Merkezi,tourism:attraction,41.0804147,29.0276006
4291463827,Kestane Parkı,leisure:park,41.0357342,28.8498206
4303108295,Atatürk Anıtı,historic:monument,41.0374102,28.8831962
4330819713,Atatürk,historic:monument,40.9922809,28.8453447
4363666187,Zindan baba Türbesi,historic:tomb,41.0187867,28.9691768
4390357493,Veliefendi Hipodrumu,tourism:attraction,40.98816,28.88538
4395594091,Rüzgar Değirmeni,tourism:attraction,40.8829671,29.0892565
4407682390,Unknown,historic:monument,41.4037308,28.3841582
4419134189,Unknown,leisure:park,41.1090408,29.0482906
4477143891,Yıldız Sarayı,tourism:attraction,41.0507108,29.0117042
4481332089,Alibeyköy Mısır Heykeli,historic:monument,41.0748485,28.9467619
4494301289,Unknown,tourism:attraction,41.0140264,28.9688121
4497308690,Unknown,historic:fountain,41.0609125,29.035254
4504321792,Tombili Heykeli,historic:memorial,40.9889806,29.0418274
4506783904,Kanuni Sultan Suleyman 1 Turbesi,historic:memorial,41.0156999,28.9644663
4506862293,Hurrem Haseki (Roksolana) Turbesi,historic:memorial,41.0156683,28.9648085
4509007790,Unknown,historic:memorial,41.0189329,28.9505004
4509011791,Unknown,historic:memorial,41.0188441,28.9508151
4511219615,Molla Gurani Turbesi,tourism:attraction,41.0110693,28.9418324
4511416267,Barış Manço & Arkadaşım Eşşek,leisure:park,40.9950715,28.5379999
4512813092,Unknown,tourism:attraction,41.0255746,28.950133
4512830990,Unknown,tourism:attraction,41.0262595,28.9516034
4512851490,Unknown,tourism:attraction,41.0261959,28.9515028
4512851689,Unknown,tourism:attraction,41.0263138,28.9516885
4516764892,Unknown,tourism:attraction,41.0093307,28.9716088
4516765191,Unknown,tourism:museum,41.0085148,28.9677376
4526947090,Unknown,historic:memorial,41.0322806,28.9767927
4528008760,7 den 77 ye Barış Parkı,leisure:park,40.9948031,28.5377524
4549090632,Atatürk Heykeli,historic:monument,41.0482025,29.2399897
4567527928,Kartallı Kazım Anıtı,historic:memorial,40.8962861,29.185872
4580125160,Saat Kulesi,historic:monument,40.8741241,29.1286022
4581125209,Unknown,leisure:park,40.8673082,29.1300611
4583947689,Unknown,tourism:attraction,41.0485207,28.9925545
4591595605,cuma pazar,tourism:attraction,41.0113817,28.9408685
4651286997,Kuzguncuk Gazhanesi,historic:ruins,41.035972,29.0350237
4677976089,Unknown,historic:memorial,41.2342858,29.1124506
4695996389,Gotlar Sütunu,tourism:attraction,41.0146409,28.9856774
4721808990,Kapali Carsi,tourism:museum,41.0101095,28.969963
4731261022,Aya Nikola Rum Ortodoks Kilisesi,tourism:attraction,41.1206302,29.0684655
4731587222,Unknown,historic:monument,41.0950452,28.9839317
4736022622,Surp Hıripsimyans Ermeni Apostok Kilisesi,tourism:attraction,41.159388,29.0396946
4778529769,Unknown,historic:monument,41.0333314,28.9771512
4788130621,Hz Yuşa Cami,tourism:attraction,41.162287,29.08463
4792495521,Ulubatlı Hasan Parkı,leisure:park,41.001402,28.8554355
4810740995,Unknown,tourism:attraction,41.0718288,28.2429906
4810740996,Unknown,tourism:attraction,41.0722009,28.243122
4814741923,Gezi Parkı Fıskiye,tourism:attraction,41.0389482,28.9869652
4816001723,Atatürk Büstü,historic:memorial,40.9849088,29.0338966
4831172762,ATATÜRK Heykeli,historic:memorial,40.9656268,29.2673074
4846342321,Ali Suavi Anıtı,historic:memorial,40.9896047,29.0290813
4868553761,Unknown,tourism:museum,41.0413327,28.9600568
4869917588,Unknown,leisure:park,41.0773538,28.9786347
4869917589,Unknown,leisure:park,41.0751874,28.9868333
4889905029,Unknown,historic:memorial,41.028387,28.9770801
4889905032,SALT Galata,tourism:museum,41.0238724,28.9734736
4889905033,Bükücüler Han,historic:monument,41.0096327,29.0143802
4889958232,Borusan Sanat,tourism:museum,41.0303466,28.9754498
4889958234,ISTANBUL'74,tourism:museum,41.0332891,28.9795904
4889959130,Bomontiada,tourism:attraction,41.0583185,28.9808053
4889959132,Hasan Paşa Kulesi,historic:castle,41.2136997,29.107452
4889959134,Selimiye Hamami,tourism:attraction,41.0103358,29.0166858
4889959431,ARTER,tourism:museum,41.0304385,28.9757547
4889959432,AK Bank Sanat Galerisi,tourism:museum,41.0359382,28.9831097
4889959434,Dogançay Müzesi,tourism:museum,41.0357703,28.9783705
4889959435,Türvak Türker Inanoglu Vakfi,tourism:museum,41.0326418,28.9777224
4895209121,Laleli,tourism:attraction,41.0086939,28.9557286
4903546222,Unknown,historic:tomb,41.0230576,28.9259875
4920628724,Terrace Fulya,tourism:attraction,41.0074547,29.0435884
4966376521,Turkuazoo,tourism:attraction,41.0455958,28.896211
4977947521,Ayios Polieuktos Kilisesi,historic:ruins,41.0142319,28.9529591
4990028128,Halı Müzesi,tourism:museum,41.0087318,28.9809561
5001163522,M.K. Atatürk & Salvador Allende,historic:monument,40.9904492,29.1259111
5052980822,فندقنا,tourism:attraction,41.0341556,28.9839572
5076114611,Altinkapi,tourism:attraction,40.9919043,28.9220657
5076115936,Imrahor ilyasbey mezarlığı,historic:cemetery,40.9962681,28.9281396
5076598021,Unknown,tourism:attraction,41.0278981,28.9717974
5081442505,Şeyh Ahmet Buhara Türbesi,historic:tomb,41.0231601,28.9602598
5081442512,Rezan Has Museum,tourism:museum,41.0252799,28.9584325
5081445115,Seyyit Velayet Türbesi,historic:tomb,41.0238481,28.954732
5081610966,Panayia Belgradu Kilisesi,historic:church,41.0001135,28.9219792
5103810789,Hamidiye Kültür Ve Eğitim Vakfı Topkapı Nusret,tourism:museum,41.0196249,28.9277844
5108806124,Unknown,historic:memorial,41.0079266,28.9752446
5108828006,Lions Rug and kilims Art Gallery,tourism:museum,41.0128714,28.9778917
5108828672,II. Abdülhamit Çeşmesi,tourism:attraction,41.0147801,28.9790412
5108828680,İstanbul Demiryolu Müzesi,tourism:museum,41.0151986,28.9766826
5108836360,Sultan Spa and Wellness Center,tourism:attraction,41.0123762,28.977568
5108837436,Hodjapasta,tourism:museum,41.0142713,28.9756894
5108837438,Tasciri Spettacolo,tourism:museum,41.0140444,28.9756133
5108838368,Paşa Kapısı,tourism:attraction,41.0111434,28.9779823
5108843098,Cevri Kalfa Çeşmesi,tourism:attraction,41.0080019,28.9767691
5108843109,Hacı Beşir Ağa Çeşmesi,tourism:attraction,41.0082703,28.977987
5110342142,Molla Hüsrev cami Turbası,historic:tomb,41.0147778,28.959381
5112723898,Hacı Beşir Ağa Çeşmesi,tourism:attraction,41.0036705,28.9287438
5112732265,Beyazıt Türk Hamam Kültürü Müzesi,tourism:museum,41.0099458,28.9615545
5112749760,Abdullah El Ensari Türbesi,tourism:attraction,41.0332977,28.944349
5112750009,Ebuzer Gifari Türbesi,historic:tomb,41.0376062,28.9428599
5112750831,İvaz Efendi Çeşmesi,historic:yes,41.0378888,28.9411463
5112750839,Ebu Şeybe El-Hudri Türbesi,tourism:attraction,41.039341,28.9414828
5113470953,Kalburcu Mehmet Parki,leisure:park,41.0174102,28.9260313
5113470962,Kırımlı park,leisure:park,41.0165711,28.9243198
5113500256,Türk ve İslam Eserleri Müzesi,tourism:museum,41.0062801,28.974915
5113592202,Molla Gorani Hazretlerinin Kabri,historic:tomb,41.0112305,28.9411363
5113620677,Sahabe-i Kiramdan Abdurrahman Şami Türbesi,historic:tomb,41.0066904,28.9791454
5113620695,İslam bilim ve teknoloji tarihi müzesi,tourism:museum,41.0132188,28.9789678
5115933169,Tarihi Hacı Kadın Hamamı,tourism:attraction,40.9997863,28.9274893
5115935414,Şeyh Seyyid Seyfullah Hz.,historic:tomb,41.0071684,28.9269866
5115939964,Türk Vakıf Hat Sanatları Müzesi,tourism:museum,41.01005,28.9631808
5117020686,Unknown,historic:memorial,41.0577239,28.9497471
5181982721,Dumankaya Adres Lobi,tourism:attraction,40.8623461,29.3343936
5184094322,Cumhuriyet Meydanı,historic:monument,40.9812405,28.8738949
5209904925,Abdulmecit Efendi Köşkü,tourism:museum,41.0282408,29.0415462
5244801843,Marmara Üniversitesi Cumhuriyet Müzesi ve Sanat Galerisi,tourism:museum,41.0051858,28.9743891
5244801844,İstanbul Cumhuriyet Eğitim Müzesi,tourism:museum,41.0049596,28.9739331
5244803053,Mehmet Efendi Çeşmesi,tourism:attraction,41.0031805,28.9720795
5244803054,Çoğalzade Rüstem Paşa Çeşmesi,tourism:attraction,41.0030429,28.9725515
5244805876,Pera Spa,tourism:attraction,41.0105966,28.9731818
5244807623,Türkiye Gazeteciler Cemiyeti Basın Müzesi,tourism:museum,41.0085619,28.9722162
5244807872,Karababa Türbesi,historic:tomb,41.0083008,28.9692078
5244807882,Merzifonlu Kara Mustafa Paşa Medresesi,tourism:attraction,41.008669,28.9679366
5244807883,Yahya Kemal Museum,tourism:museum,41.008741,28.967614
5244807985,Çorlulu Alipaşa Madresesi,tourism:attraction,41.0089122,28.9683181
5253587679,tanzim,leisure:park,40.987703,29.0608133
5259653414,Dumankaya Adres Panorama Havuz Parkı,leisure:park,40.8604292,29.3441174
5259653415,Dumankaya Adres Panorama Çocuk Parkı,leisure:park,40.8597028,29.3433677
5293044482,Fatih Sultan Mehmet Heykeli,historic:memorial,41.0353157,28.9184913
5293976357,Çocuk Parkı,leisure:park,40.9031202,29.1744065
5299711921,Unknown,tourism:attraction,40.9919186,28.6974105
5310063273,Cow Statue,historic:memorial,41.1081763,29.0342498
5310063275,Walkway Monuments,historic:memorial,41.1063201,29.0280643
5310063279,Balerin Heykeli,historic:memorial,41.1046962,29.0235944
5311889622,صرافی,tourism:attraction,41.0357451,28.981708
5315252660,Çelik Gülersoy Parkı,leisure:park,41.1608555,29.0443539
5329335403,Aycan turizm,tourism:attraction,40.9675965,29.2660832
5372715589,Unknown,leisure:park,41.0365619,29.1596061
5389728328,Derya Sitesi Parkı,leisure:park,40.8141909,29.2840381
5389752334,Mim Sitesi Parkı,leisure:park,40.8162302,29.2870768
5474661656,Unknown,leisure:park,41.024904,29.1617047
5474661662,Unknown,leisure:park,41.0245833,29.1619621
5474692994,Unknown,leisure:park,41.0236178,29.1631021
5474708239,Unknown,leisure:park,41.0222488,29.1587234
5474708240,Unknown,leisure:park,41.0227102,29.1589889
5474708261,Unknown,leisure:park,41.0232768,29.1593376
5474747619,Unknown,leisure:park,41.0537839,29.0929797
5477085199,Unknown,leisure:park,41.0202912,29.3453888
5478162925,Sarayburnu Atatürk Anıtı,historic:memorial,41.016263,28.9861325
5482189629,Cezayirli Gazi Hasan Paşa Anıtı,historic:memorial,41.0305744,28.9670993
5482189639,Labirent-maze,tourism:attraction,41.0595777,28.9495675
5482303122,Kristal Istanbul,tourism:attraction,41.0606675,28.9478424
5484693434,Unknown,tourism:attraction,40.9640659,28.8266421
5484693436,Unknown,tourism:attraction,40.963487,28.8257578
5484693437,Unknown,tourism:attraction,40.963668,28.8251534
5484693438,Unknown,tourism:attraction,40.9637422,28.8244433
5484693439,Unknown,tourism:attraction,40.9639327,28.8244128
5484693440,Unknown,tourism:attraction,40.9638549,28.8253198
5484693441,Unknown,tourism:attraction,40.9639938,28.825925
5484693442,Unknown,tourism:attraction,40.9640659,28.825897
5484693443,Unknown,tourism:attraction,40.9647294,28.8262827
5484693444,Unknown,tourism:attraction,40.9649457,28.8262578
5484693445,Unknown,tourism:attraction,40.9648189,28.8256926
5484693446,Unknown,tourism:attraction,40.9648004,28.8253664
5484693447,Unknown,tourism:attraction,40.9646617,28.8246592
5484712926,Unknown,tourism:attraction,40.9637026,28.8249059
5484712927,Unknown,tourism:attraction,40.9639117,28.8245587
5484712928,Unknown,tourism:attraction,40.9646937,28.8249591
5484712929,Unknown,tourism:attraction,40.9646679,28.8248245
5484713126,Unknown,tourism:attraction,40.9635264,28.8259952
5484713127,Unknown,tourism:attraction,40.9635045,28.8253827
5484713128,Unknown,tourism:attraction,40.9636395,28.8256252
5484713129,Unknown,tourism:attraction,40.9637206,28.8246525
5484713130,Unknown,tourism:attraction,40.9638774,28.8251121
5484713131,Unknown,tourism:attraction,40.9638272,28.8254685
5484713132,Unknown,tourism:attraction,40.9638205,28.8258354
5484713133,Nice Ajax Füzesi,tourism:attraction,40.9644738,28.825573
5484713134,Mavi Isik G,tourism:attraction,40.9647099,28.8251255
5484713136,Birinci dünya savasi (1914 - 1918),historic:memorial,40.9637619,28.8264748
5484713722,Unknown,tourism:attraction,40.9638931,28.8248521
5484714421,Unknown,tourism:attraction,40.9646317,28.8245128
5484714621,Dornier Do 28 D-1,tourism:attraction,40.9632247,28.8265234
5488484221,Unknown,tourism:attraction,41.0144103,28.9558344
5506396363,500. Yıl Vakfı Türk Musevileri Müzesi,tourism:museum,41.0267866,28.9727283
5582989022,Unknown,tourism:attraction,41.0349503,28.9390649
5586475050,Buharizade Mustafa Efendi (Itri),historic:tomb,41.0345631,28.9332608
5599994986,Surp Kevork Kilisesi,tourism:attraction,41.0018646,28.9331468
5602054323,Çiçek Pasajı,tourism:attraction,41.0340997,28.9779211
5602072521,Unknown,tourism:attraction,40.9852501,29.0204564
5615203023,Unknown,tourism:attraction,40.9916992,28.8168082
5627402865,Kanuni Sultan Süleyman Parkı,leisure:park,40.9457128,29.1644744
5640069827,İstanbul Modern Sanat Müzesi,tourism:museum,41.025911,28.982812
5643833080,Unknown,historic:memorial,41.1029826,29.014754
5643833081,Unknown,historic:memorial,41.103303,29.0133121
5645608922,Pireci Studio,tourism:museum,41.0526945,29.2379176
5667641577,belgradkapı tesisleri,tourism:attraction,41.0019893,28.9185699
5678862423,Unknown,tourism:attraction,41.0167611,28.9706369
5706186262,Unknown,leisure:park,41.0024061,29.1319194
5739423535,Bukoleon Tower,historic:tower,41.0024186,28.9768533
5739586344,Unknown,historic:ruins,41.0127152,28.9839166
5783643263,Fransiz Gecidi,tourism:attraction,41.0245125,28.9793708
5787843345,Eğrikapı,historic:city_gate,41.0364729,28.9393976
5810529356,Unknown,tourism:attraction,41.1749707,29.6296357
5810529357,Unknown,tourism:attraction,41.1699996,29.6446056
5810552753,Unknown,tourism:attraction,41.1748986,29.6295566
5872511485,Borusan Holding,tourism:museum,41.0892526,29.0565723
5903200940,Unknown,historic:memorial,40.8688616,29.3280276
5984919999,Unknown,historic:memorial,40.895747,29.3625611
5985089186,Unknown,historic:monument,41.0135974,28.9816408
6116486887,Charlie Chaplin Köşesi,tourism:attraction,41.0250792,28.9788924
6132230786,Fransız Geçidi,tourism:attraction,41.024615,28.9792854
6171043314,Şehit Uğur Taşçı Anıtı,historic:monument,41.1325992,29.0401268
6174888985,Unknown,tourism:attraction,40.9945966,28.9103337
6180706492,Saray Koleksiyonları Müzesi,tourism:museum,41.04121,29.004119
6185937305,Sabanci Universitesi Kasa Galerisi,tourism:museum,41.0238431,28.9750813
6190558860,Selamiali efendi mezarı,historic:tomb,41.0236472,29.0296013
6227853090,Chill Pilates,leisure:park,41.0606771,28.9879028
6271889966,Atatürk Büstü,historic:memorial,41.0166351,29.0456912
6304199185,mezarlık,historic:memorial,41.0562805,29.0577323
6327118881,Melantias,historic:archaeological_site,41.0584379,28.7383917
6345489656,Tarihi Hamam,historic:ruins,41.1761776,29.6118871
6348012656,Surp Boğos,tourism:attraction,41.1622847,29.046941
6373152085,Prison of Anemas,tourism:attraction,41.038414,28.9407981
6373152086,Unknown,tourism:attraction,41.0261352,28.9501524
6374154935,A Caddesi Parkı,leisure:park,41.088784,28.8708372
6394103487,1453,historic:memorial,41.025896,29.0099698
6395643585,Canfeda Tekkesi Haziresi,historic:memorial,41.0320931,28.9896659
6398329629,Spradon,historic:ruins,41.0686511,28.7086192
6401620528,Atatürk,historic:memorial,40.9693576,29.1514184
6425397850,15 Temmuz Millet Bahçesi,leisure:park,41.0590835,28.8794972
6432801437,Turgut Reis,historic:memorial,41.0135331,28.9873206
6444997688,Unknown,historic:memorial,40.9920698,28.7926812
6457625186,Merdivenli Yokuş Evleri,tourism:attraction,41.0313056,28.9462268
6468588086,Unknown,tourism:attraction,41.0292776,28.986266
6502392074,Atatürk Anıtı,historic:monument,41.1958042,28.3302282
6502395905,Atatürk Büstü,historic:monument,41.0688232,28.1268291
6573166973,Atatürk Büstü,historic:memorial,41.2793031,28.8095306
6576666900,Unknown,leisure:park,41.020908,29.0350467
6654822990,Büyük Atatürk Parkı,leisure:park,41.0012198,28.5380949
6654822991,Barış Manço Parkı,leisure:park,40.9940824,28.5375018
6655918655,Unknown,historic:building,41.0251877,28.9727489
6700461286,Unknown,historic:monument,40.9852167,29.0501224
6746010854,Çocuk Parkı,leisure:park,41.2102317,29.020361
6746010855,Çocuk Parkı,leisure:park,41.2119899,29.0234173
6762559885,Bamboo Beach,tourism:attraction,41.2452616,29.0273091
6781557685,منزل ايهاب أبو عرمانة,tourism:attraction,41.0517652,28.837693
6783390887,Unknown,tourism:museum,41.0041339,28.9751882
6790708612,Fikret Mualla,tourism:artwork,40.9834102,29.0332241
6790724255,Zübeyde Hanim,historic:memorial,41.0187122,29.0131431
6811908186,Pelit Çıkolata Müzesi,tourism:attraction,41.0585054,28.6646441
6822252690,Altıntepsi Su Terazisi,historic:ruins,41.0346712,28.8968447
6834315797,Sadrazam Bahir Mustafa Paşa Çeşmesi,historic:yes,41.0425394,28.9181886
6861167471,Tarihi Sütun,historic:monument,41.0120877,29.0550874
6874145759,Hanımefendi Park,leisure:park,41.0625013,28.9861619
6879165718,15 Temmuz Şehitleri Zafer Anıtı,historic:memorial,41.03699,29.0422754
6906376960,Atatürk Heykeli,historic:memorial,40.980993,28.8733388
6914442986,Fatih Sultan Mehmet Anıtı,historic:memorial,41.0303472,28.9370228
6916379085,İstanbul’un Orta Noktası,historic:memorial,41.0131228,28.957839
7004127456,Peace Pole,historic:memorial,41.0830989,29.0522193
7033014485,Unknown,tourism:museum,41.0471791,28.8987682
7044425086,Unknown,tourism:attraction,41.0172592,28.9689817
7099516987,Kamondo Merdivenleri,historic:memorial,41.0239741,28.9737825
7107675458,Atatürk Anıtı,historic:monument,41.4132745,28.1853018
7177998220,Binkılıç Bizans Kalesi,historic:castle,41.419602,28.189778
7389731686,şişecam paşabahçe tuzla,historic:monument,40.8398157,29.3134604
7491912985,Abacı Dede Türbesi,historic:memorial,41.0195837,29.0224407
7498460446,Prestij 4 Konakları,leisure:park,40.9990821,28.6357263
7506534954,Emin Baba Tekkesi,historic:building,41.0325687,28.9362445
7580601342,Discovery Museum,tourism:museum,41.0673647,28.691469
7590452310,Unknown,leisure:park,41.0062893,28.8768488
7590452311,Unknown,leisure:park,41.0055553,28.8756817
7590452336,Kerim Tekin Sokak Parkı,leisure:park,41.0060194,28.8797345
7592484430,Unknown,leisure:park,41.0040904,28.8773212
7592693378,Unknown,leisure:park,41.0079449,28.8778709
7592693735,Unknown,leisure:park,41.0080705,28.8724976
7651602485,Büyükçekmece Atatürk Anıtı,historic:monument,41.0191302,28.5832365
7651620473,Şampiyonlar Anıtı,historic:monument,41.0207103,28.5859734
7723882285,ARSAMIN YERİ,historic:memorial,41.2354596,28.5648025
7764385379,Unknown,historic:church,41.1568456,28.1709931
7816988589,Sarıkavak Kalesi,historic:castle,41.0185817,29.6458173
7817933285,Unknown,tourism:museum,40.8751072,29.0947111
8010781085,Plaj,tourism:attraction,40.8384284,29.1207115
8050489585,MSGSÜ Istanbul Resim ve Heykel Müzesi,tourism:museum,41.0274396,28.984281
8068541139,Piri Reis park,leisure:park,40.9803967,28.5990086
8071687535,İstanbul Havalimanı Müzesi,tourism:museum,41.2613157,28.7418358
8145834349,Pınar Mah. Parkı,leisure:park,41.1261171,29.0317932
8145881589,Harem-Üsküdar Arası Sahil Parkları,leisure:park,41.0199993,29.0076855
8145923287,Maltepe Kumcular İBB Sosyal Tesisler Arası Kara ve Deniz Tarafı,leisure:park,40.9017431,29.1447437
8146165426,Balibey Muhtarlık Parkı,leisure:park,41.1764232,29.6186149
8146208979,Mesut Sokak Parkı,leisure:park,41.1709054,29.6104261
8146637572,Unknown,historic:monument,41.0098747,29.0413728
8157625405,Unknown,leisure:park,41.090056,29.0708622
8204812917,Unknown,tourism:museum,41.1437529,28.4572273
8204835317,Evcik Plajı,tourism:attraction,41.4505511,28.38378
8204836917,Anastasias Walls,tourism:attraction,41.4501814,28.3817695
8204998817,Aynalıkavak Kasrı (Milli Saraylar),tourism:attraction,41.0372674,28.9554478
8205092817,Unknown,tourism:museum,41.0154482,28.9851066
8319877715,Kennedy Parkı,leisure:park,40.9889188,28.9145527
8330028656,Korugan,historic:ruins,41.1085597,28.5523747
8330074651,Korugan,historic:ruins,41.1081279,28.5515726
8330256189,Korugan,historic:ruins,41.1181358,28.5476668
8330256190,Korugan,historic:ruins,41.1170005,28.5483993
8330277241,Korugan,historic:ruins,41.0913516,28.5672647
8330277242,Korugan,historic:ruins,41.0918764,28.5663517
8330278862,Korugan,historic:ruins,41.0975839,28.5487738
8330278863,Korugan,historic:ruins,41.1029987,28.5427556
8330278864,Korugan,historic:ruins,41.0886182,28.5567259
8418045788,Basketbol Sahası,leisure:park,41.0047921,28.9219109
8442630599,Zamran Software Web Tasarım Hizmetleri,tourism:attraction,40.9874199,28.7076407
8494761225,Kuzcunkuk,tourism:attraction,41.0361138,29.0303873
8513106258,Kadife sokak,tourism:attraction,40.986833,29.026761
8615572144,Mahmut Baba Türbesi,historic:tomb,40.9913443,29.0347259
8615579901,Mehmed Kemal Bey sepulchral monument,historic:memorial,40.9915271,29.0347446
8680809215,İnadiye Çeşmesi,historic:monument,41.0168678,29.0182018
8699169212,PTT Müzesi,tourism:museum,41.0147153,28.9738991
8735018410,Mehmet Akif Ersoy Parkı,leisure:park,41.0077677,28.9754453
8768366618,Unknown,historic:memorial,41.0331182,28.9910449
8812268819,Unknown,historic:monument,41.1783298,29.6168538
