model,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,split,test_size,random_state
LightGBM Regressor,0.013321213268583914,0.06841983599251936,0.007693391077655485,0.031220148285216708,0.9880355641334017,0.6425188573374432,chronological,0.2,42
