date,trend_demand,temp_max,temp_min,temp_avg,precipitation,crowd_index,crowd_level,month,week_of_year,season_spring,season_summer,season_winter,weekofyear
2024-06-16,0.18410041841004188,31.814285714285713,19.428571428571427,0.8615863141524105,0.06620689655172414,0.5372847241403993,High,6,24,False,True,False,24
2024-06-23,0.2092050209205021,28.928571428571427,19.6,0.8066355624675998,0.0,0.546593179200531,High,6,25,False,True,False,25
2024-06-30,0.15481171548117156,28.085714285714285,20.17142857142857,0.8040435458786936,0.0,0.5186189215041939,High,6,26,False,True,False,26
2024-07-07,0.21757322175732222,29.6,19.557142857142857,0.8252980819077242,0.0606896551724138,0.5442381044164957,High,7,27,False,True,False,27
2024-07-14,0.13807531380753138,30.485714285714288,22.67142857142857,0.8916537065837222,0.11448275862068967,0.5136372171547444,High,7,28,False,True,False,28
2024-07-21,0.22175732217573224,33.1,23.928571428571427,0.955935717988595,0.00896551724137931,0.5958662730361688,High,7,29,False,True,False,29
2024-07-28,0.0,30.24285714285714,21.585714285714285,0.8771384136858476,0.04482758620689655,0.454176006864375,High,7,30,False,True,False,30
2024-08-04,0.393305439330544,30.342857142857145,20.75714285714286,0.8584758942457231,0.02275862068965517,0.6496437638010579,High,8,31,False,True,False,31
2024-08-11,0.23012552301255232,29.614285714285717,21.042857142857144,0.8486262312078796,0.006896551724137931,0.5682713205238125,High,8,32,False,True,False,32
2024-08-18,0.23430962343096234,30.485714285714288,22.014285714285712,0.8729911871435976,0.0,0.5790521678585605,High,8,33,False,True,False,33
2024-08-25,0.0,30.642857142857142,20.657142857142855,0.8434421980300675,0.017241379310344827,0.4495843835469513,High,8,34,False,True,False,34
2024-09-01,0.20083682008368203,28.02857142857143,20.114285714285717,0.807153965785381,0.10413793103448275,0.5217370135705588,High,9,35,False,False,False,35
2024-09-08,0.0,27.7,19.228571428571428,0.7703473302229136,0.17655172413793105,0.39579385423928787,Medium,9,36,False,False,False,36
2024-09-15,0.1589958158995816,28.6,19.685714285714287,0.8014515292897875,0.05448275862068966,0.5090368150125891,High,9,37,False,False,False,37
2024-09-22,0.20502092050209209,24.4,16.32857142857143,0.6583722135821668,0.13103448275862067,0.47381522777397195,High,9,38,False,False,False,38
2024-09-29,0.1589958158995816,27.12857142857143,16.714285714285715,0.6941420425090719,0.020000000000000004,0.48374052070251233,High,9,39,False,False,False,39
2024-10-06,0.0,24.0,15.514285714285714,0.6423017107309485,0.23931034482758623,0.34482844425376735,Medium,10,40,False,False,False,40
2024-10-13,0.15062761506276154,23.4,16.142857142857142,0.6433385173665112,0.0303448275862069,0.4622463972240927,High,10,41,False,False,False,41
2024-10-20,0.0,18.242857142857144,10.457142857142856,0.439087610160705,0.032413793103448274,0.32524352442752186,Low,10,42,False,False,False,42
2024-10-27,0.0,17.985714285714288,10.44285714285714,0.4333851736651114,0.004137931034482759,0.3291879658926369,Low,10,43,False,False,False,43
2024-11-03,0.0,18.285714285714285,10.885714285714286,0.44634525660964247,0.007586206896551725,0.3323863356035824,Low,11,44,False,False,False,44
2024-11-10,0.5648535564853557,15.485714285714286,8.885714285714286,0.3685847589424573,0.0006896551724137932,0.5928642748909323,High,11,45,False,False,False,45
