date,temp_max,temp_min,temp_avg,precipitation
2024-05-12,19.957142857142856,10.171428571428573,14.799999999999999,30.1
2024-05-19,19.228571428571428,9.9,14.314285714285715,12.5
2024-05-26,21.75714285714286,13.528571428571428,17.2,11.3
2024-06-02,25.542857142857144,13.842857142857143,19.928571428571427,2.5999999999999996
2024-06-09,30.47142857142857,19.17142857142857,24.585714285714285,0.0
2024-06-16,31.814285714285713,19.428571428571427,25.5,9.6
2024-06-23,28.928571428571427,19.6,23.985714285714288,0.0
2024-06-30,28.085714285714285,20.17142857142857,23.914285714285715,0.0
2024-07-07,29.599999999999998,19.557142857142857,24.5,8.8
2024-07-14,30.485714285714288,22.67142857142857,26.32857142857143,16.6
2024-07-21,33.1,23.928571428571427,28.099999999999998,1.3
2024-07-28,30.24285714285714,21.585714285714285,25.928571428571427,6.5
2024-08-04,30.342857142857145,20.75714285714286,25.414285714285715,3.3
2024-08-11,29.614285714285717,21.042857142857144,25.142857142857142,1.0
2024-08-18,30.485714285714288,22.014285714285712,25.814285714285713,0.0
2024-08-25,30.642857142857142,20.657142857142855,25.0,2.5
2024-09-01,28.02857142857143,20.114285714285717,24.0,15.1
2024-09-08,27.7,19.228571428571428,22.985714285714288,25.6
2024-09-15,28.599999999999998,19.685714285714287,23.842857142857145,7.9
2024-09-22,24.400000000000002,16.32857142857143,19.900000000000002,19.0
2024-09-29,27.12857142857143,16.714285714285715,20.885714285714283,2.9000000000000004
2024-10-06,24.0,15.514285714285714,19.457142857142856,34.7
2024-10-13,23.4,16.142857142857142,19.485714285714288,4.4
2024-10-20,18.242857142857144,10.457142857142857,13.857142857142858,4.7
2024-10-27,17.985714285714288,10.442857142857141,13.700000000000001,0.6
2024-11-03,18.285714285714285,10.885714285714286,14.057142857142859,1.1
2024-11-10,15.485714285714286,8.885714285714286,11.914285714285715,0.1
2024-11-17,15.0,10.571428571428571,12.4,7.3
2024-11-24,15.37142857142857,6.285714285714286,10.828571428571427,65.7
2024-12-01,12.042857142857143,6.657142857142857,9.142857142857142,0.7
2024-12-08,12.771428571428572,9.028571428571428,10.528571428571428,20.4
2024-12-15,11.87142857142857,7.171428571428572,9.37142857142857,75.0
2024-12-22,11.385714285714286,6.471428571428571,8.714285714285714,22.5
2024-12-29,11.1,6.885714285714286,8.785714285714286,28.6
2025-01-05,10.5,4.785714285714286,7.528571428571429,15.5
2025-01-12,12.985714285714286,7.628571428571428,10.228571428571428,15.2
2025-01-19,8.357142857142858,3.4285714285714284,5.614285714285714,35.9
2025-01-26,11.257142857142856,4.5,7.671428571428572,19.8
2025-02-02,13.342857142857143,6.985714285714286,9.557142857142859,0.1
2025-02-09,6.257142857142857,2.5,4.128571428571428,19.6
2025-02-16,7.785714285714286,2.157142857142857,4.771428571428571,27.3
2025-02-23,3.9428571428571426,-0.12857142857142861,1.7571428571428573,39.4
2025-03-02,10.642857142857142,1.757142857142857,5.828571428571429,3.9
2025-03-09,11.6,3.814285714285714,7.085714285714286,1.9
2025-03-16,22.37142857142857,11.957142857142856,16.52857142857143,1.3
2025-03-23,12.442857142857141,3.9285714285714284,8.028571428571428,24.2
2025-03-30,20.52857142857143,10.757142857142856,14.814285714285715,4.9
2025-04-06,16.400000000000002,8.442857142857143,11.585714285714285,24.7
2025-04-13,10.114285714285714,4.0,7.042857142857143,25.2
2025-04-20,19.457142857142856,7.185714285714285,12.37142857142857,0.4
2025-04-27,19.042857142857144,10.114285714285714,13.87142857142857,0.9
2025-05-04,16.228571428571428,8.457142857142857,11.971428571428572,7.4
2025-05-11,23.67142857142857,13.914285714285715,18.714285714285715,8.0
2025-05-18,19.985714285714288,11.200000000000001,15.3,18.9
2025-05-25,26.771428571428572,15.242857142857144,20.97142857142857,3.0
2025-06-01,22.314285714285713,14.442857142857141,18.3,24.2
2025-06-08,28.414285714285715,17.385714285714286,22.75714285714286,0.1
2025-06-15,26.928571428571427,18.5,22.24285714285714,0.1
2025-06-22,28.642857142857142,18.17142857142857,23.414285714285715,0.1
2025-06-29,31.885714285714283,19.82857142857143,25.97142857142857,0.7
2025-07-06,29.75714285714286,19.099999999999998,24.414285714285715,0.0
2025-07-13,32.15714285714286,20.900000000000002,26.228571428571428,0.0
2025-07-20,31.585714285714285,21.557142857142857,26.571428571428573,0.0
2025-07-27,35.357142857142854,23.457142857142856,29.314285714285713,0.0
2025-08-03,31.314285714285713,23.057142857142857,26.87142857142857,0.8999999999999999
2025-08-10,30.542857142857144,23.185714285714287,26.414285714285715,1.8
