poi_id,otm_xid,name,display_name_en,kinds,category_clean,wikidata,wikipedia_url,lat,lon,query_area,dist_from_query_center_m,rate,address_raw,preview_image,source,needs_review,candidate_count_same_key,wiki_title,wiki_match_method,wiki_match_score,wiki_has_page,wiki_pageviews_total,wiki_pageviews_avg,wiki_pageviews_max,wiki_days_observed,wiki_popularity_score
otm_W530509576,W530509576,Palace of the Porphyrogenitus,Palace of the Porphyrogenitus,"palaces,architecture,historic_architecture,interesting_places,destroyed_objects",historic,Q1472490,,41.03369140625,28.94047737121582,Balat / Fener,893.39900097,3,,,opentripmap,0,2,Palace of the Porphyrogenitus,search,1.0,1,22094.0,60.53150684931507,195.0,365,0.013661386333296027
otm_Q7130904,Q7130904,Pangaltı Armenian Cemetery,Pangaltı Armenian Cemetery,"cemeteries,architecture,historic_architecture,historic,burial_places,interesting_places,destroyed_objects",historic,Q7130904,,41.03694534301758,28.98500061035156,Istiklal / Pera,686.12530189,3,,,opentripmap,0,1,Pangaltı Armenian Cemetery,search,1.0,1,1098.0,3.0082191780821916,13.0,365,0.0006789265046600451
otm_N654205150,N654205150,Pera Museum,Pera Museum,"cultural,museums,interesting_places,art_galleries",museum,Q1662392,,41.0318603515625,28.97514533996582,Istiklal / Pera,323.82332551,3,,,opentripmap,0,1,Pera Museum,search,1.0,1,6912.0,18.936986301369863,47.0,365,0.004273897996548481
otm_W316903985,W316903985,Pertevniyal Valide Sultan Mosque,Pertevniyal Valide Sultan Mosque,"religion,mosques,interesting_places",religious,Q2719785,,41.0100212097168,28.952899932861328,Fatih / Valens Aqueduct,831.95189212,3,,,opentripmap,0,2,Pertevniyal Valide Sultan Mosque,search,1.0,1,5481.0,15.016438356164384,43.0,365,0.0033890675519505534
otm_N8699169212,N8699169212,Post Museum,Post Museum,"cultural,museums,interesting_places,other_museums",museum,Q15228896,,41.01471710205078,28.973899841308594,Eminonu / Spice Bazaar,368.9175791,3,,,opentripmap,0,1,An Post,search,0.5,1,27519.0,75.3945205479452,219.0,365,0.017015827396848617
otm_N6373152085,N6373152085,Prison of Anemas,Prison of Anemas,"other,unclassified_objects,interesting_places,tourist_object",attraction,Q3081830,,41.03841400146485,28.940797805786133,Eyup / Pierre Loti,1263.69377441,3,,,opentripmap,0,1,Prison of Anemas,search,1.0,1,4095.0,11.219178082191782,124.0,365,0.0025320619641009882
otm_N2329194003,N2329194003,Republic Monument,Republic Monument,"historic,monuments_and_memorials,interesting_places,monuments",historic,Q1143790,,41.036964416503906,28.985143661499023,Istiklal / Pera,697.75238431,3,,,opentripmap,0,1,Republic Monument,search,1.0,1,7701.0,21.0986301369863,61.0,365,0.0047617604848697705
otm_N4988111427,N4988111427,Ruins of Bucoleon Palace,Ruins of Bucoleon Palace,"palaces,architecture,historic_architecture,interesting_places",historic,Q1003322,,41.002532958984375,28.976146697998047,Sultanahmet Core,323.27611722,3,,,opentripmap,0,1,Boukoleon Palace,search,0.25,1,25560.0,70.02739726027397,664.0,365,0.015804518633069906
otm_W333931792,W333931792,Rum Mehmed Pasha Mosque,Rum Mehmed Pasha Mosque,"religion,mosques,interesting_places",religious,Q1572444,,41.02463912963867,29.010826110839844,Uskudar Waterfront,389.80283732,3,,,opentripmap,0,1,Rum Mehmed Pasha Mosque,search,1.0,1,1372.0,3.758904109589041,17.0,365,0.0008483489657500747
otm_R7318154,R7318154,Rumeli Fortress,Rumeli Fortress,"fortifications,historic,cultural,museums,interesting_places,castles,history_museums",museum,Q90801,https://en.wikipedia.org/wiki/Rumelihisar%C4%B1,41.08497619628906,29.056764602661133,Rumeli Hisari,8.97832631,3,"{'road': 'Yahya Kemal Caddesi', 'town': 'Sarıyer', 'state': 'Marmara Bölgesi', 'suburb': 'Rumeli Hisarı Mahallesi', 'country': 'Türkiye', 'postcode': '34470', 'country_code': 'tr'}",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Twierdza_Rumeli_Istambu%C5%82_RB1.jpg/400px-Twierdza_Rumeli_Istambu%C5%82_RB1.jpg,opentripmap,0,2,Rumelihisarı,from_url,1.0,1,35767.0,97.99178082191781,231.0,365,0.022115814473748486
otm_R6390364,R6390364,Rüstem Pasha Medrese,Rüstem Pasha Medrese,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",historic,Q31193235,,41.01317596435547,28.97269630432129,Eminonu / Spice Bazaar,424.70525532,3,,,opentripmap,0,1,Rüstem Pasha Medrese,search,1.0,1,1242.0,3.4027397260273973,14.0,365,0.0007679660462548052
otm_W175518494,W175518494,Rüstem Pasha Mosque,Rüstem Pasha Mosque,"religion,mosques,interesting_places",religious,Q1137511,,41.01766586303711,28.96869850158691,Eminonu / Spice Bazaar,180.77462154,3,,,opentripmap,0,1,Rüstem Pasha Mosque,search,1.0,1,20524.0,56.23013698630137,109.0,365,0.012690607997853157
otm_N4889905032,N4889905032,SALT Galata,SALT Galata,"cultural,museums,interesting_places,art_galleries",museum,Q3169139,,41.02387237548828,28.973472595214844,Galata Tower,217.40906725,3,,,opentripmap,0,1,Salt Research,search,0.3333333333333333,1,1541.0,4.233516483516484,18.0,364,0.000952846761093925
otm_N6224223202,N6224223202,Saint Esprit Katedrali,Saint Esprit Katedrali,"religion,cathedrals,churches,interesting_places,catholic_churches",religious,Q79154,,41.044673919677734,28.9858455657959,Dolmabahce,1389.08692304,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0
otm_W236642397,W236642397,Saint Leon,Saint Leon,"religion,churches,interesting_places,other_churches",religious,Q25474039,,40.98971939086914,29.02947235107422,Kadikoy Historic Center,297.50069966,3,,,opentripmap,0,1,Saint-Léon,search,0.5,1,230.0,0.7348242811501597,38.0,313,0.0001422159344916306
otm_W237833975,W237833975,Salacak Fatih Camii,Salacak Fatih Camii,"religion,mosques,interesting_places",religious,Q20476395,,41.020973205566406,29.00796127319336,Maiden's Tower Coast,325.04084585,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0
otm_N269479694,N269479694,Sculpture of Barbarossa,Sculpture of Barbarossa,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",historic,Q6033590,,41.04158020019531,29.006357192993164,Dolmabahce,544.15567434,3,,,opentripmap,0,1,Barbarossa (board game),search,0.25,1,3825.0,10.479452054794521,77.0,365,0.002365112823610813
otm_N4519290891,N4519290891,Selman aga Camii,Selman aga Camii,"religion,mosques,interesting_places",religious,Q6056669,https://tr.wikipedia.org/wiki/Selman%20A%C4%9Fa%20Camii,41.02569961547851,29.01579475402832,Uskudar Waterfront,51.2820677,3,"{'road': 'Selmani Pak Caddesi', 'town': 'Üsküdar', 'state': 'Marmara Bölgesi', 'suburb': 'Mimar Sinan Mahallesi', 'country': 'Türkiye', 'postcode': '34672', 'country_code': 'tr'}",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/%C3%9Csk%C3%BCdar_Selman_A%C4%9Fa_Camii_%C3%B6nden.jpg/400px-%C3%9Csk%C3%BCdar_Selman_A%C4%9Fa_Camii_%C3%B6nden.jpg,opentripmap,0,1,Selman Ağa Camii,from_url,1.0,1,0.0,0.0,0.0,0,0.0
otm_W48971970,W48971970,Serencebey Parkı,Serencebey Parkı,"gardens_and_parks,cultural,urban_environment,interesting_places",attraction,Q31190974,,41.048614501953125,29.00879669189453,Yildiz Palace,618.77168072,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0
otm_Q2155032,Q2155032,Siege of Constantinople,Siege of Constantinople,"battlefields,historic,historical_places,interesting_places",historic,Q2155032,,41.01224136352539,28.97601890563965,Topkapi Palace,618.05045638,3,,,opentripmap,0,1,Siege of Constantinople (860),search,0.6666666666666666,1,19589.0,53.66849315068493,784.0,365,0.01211246930763718
otm_Q2742323,Q2742323,Siege of Constantinople,Siege of Constantinople,"battlefields,historic,historical_places,interesting_places",historic,Q2742323,,41.01224136352539,28.97601890563965,Topkapi Palace,618.05045638,3,,,opentripmap,0,1,Siege of Constantinople (860),search,0.6666666666666666,1,19589.0,53.66849315068493,784.0,365,0.01211246930763718
otm_Q312268,Q312268,Siege of Constantinople,Siege of Constantinople,"battlefields,historic,historical_places,interesting_places",historic,Q312268,,41.01224136352539,28.97601890563965,Topkapi Palace,618.05045638,3,,,opentripmap,0,1,Siege of Constantinople (860),search,0.6666666666666666,1,19589.0,53.66849315068493,784.0,365,0.01211246930763718
otm_Q767844,Q767844,Siege of Constantinople,Siege of Constantinople,"battlefields,historic,historical_places,interesting_places",historic,Q767844,,41.01224136352539,28.97601890563965,Topkapi Palace,618.05045638,3,,,opentripmap,0,1,Siege of Constantinople (860),search,0.6666666666666666,1,19589.0,53.66849315068493,784.0,365,0.01211246930763718
otm_Q1750892,Q1750892,Siege of Constantinople,Siege of Constantinople,"battlefields,historic,historical_places,interesting_places",historic,Q1750892,,41.01224136352539,28.97601890563965,Topkapi Palace,618.05045638,3,,,opentripmap,0,1,Siege of Constantinople (860),search,0.6666666666666666,1,19589.0,53.66849315068493,784.0,365,0.01211246930763718
otm_Q700886,Q700886,Siege of Constantinople,Siege of Constantinople,"battlefields,historic,historical_places,interesting_places",historic,Q700886,,41.01224136352539,28.97601890563965,Topkapi Palace,618.05045638,3,,,opentripmap,0,1,Siege of Constantinople (860),search,0.6666666666666666,1,19589.0,53.66849315068493,784.0,365,0.01211246930763718
otm_Q399482,Q399482,Siege of Constantinople (674-678),Siege of Constantinople (674-678),"battlefields,historic,historical_places,interesting_places",historic,Q399482,,41.01224136352539,28.97601890563965,Topkapi Palace,618.05045638,3,,,opentripmap,0,1,Siege of Constantinople (674–678),search,1.0,1,56394.0,154.5041095890411,424.0,365,0.0348701104770479
otm_Q27900,Q27900,Siege of Constantinople (717-718),Siege of Constantinople (717-718),"battlefields,historic,historical_places,interesting_places",historic,Q27900,,41.01250076293945,28.975000381469727,Eminonu / Spice Bazaar,600.29239594,3,,,opentripmap,0,1,Siege of Constantinople (717–718),search,1.0,1,71397.0,195.60821917808218,555.0,365,0.04414691771695196
otm_Q956679,Q956679,Siege of Constantinople (821-823),Siege of Constantinople (821-823),"battlefields,historic,historical_places,interesting_places",historic,Q956679,,41.01224136352539,28.97601890563965,Eminonu / Spice Bazaar,680.67586898,3,,,opentripmap,0,1,History of Constantinople,search,0.2,1,20040.0,54.9041095890411,217.0,365,0.01239133620527077
otm_R7317847,R7317847,Sinan Pasha Mosque,Sinan Pasha Mosque,"religion,mosques,interesting_places",religious,Q1572395,,41.0423583984375,29.006258010864254,Yildiz Palace,548.61339306,3,,,opentripmap,0,1,Sinan Pasha Mosque,search,1.0,1,122.0,0.43109540636042404,5.0,283,7.543627829556057e-05
otm_Q105702718,Q105702718,Sineperver Valide Sultan Fountain,Sineperver Valide Sultan Fountain,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",historic,Q105702718,,41.02311325073242,28.941251754760746,Balat / Fener,1019.85558304,3,,,opentripmap,0,1,Sineperver Sultan,search,0.5,1,10403.0,28.5013698630137,52.0,365,0.006432488550071448
otm_W498861887,W498861887,Sokollu Mehmed Pasha Mosque (Azapkapı),Sokollu Mehmed Pasha Mosque (Azapkapı),"religion,mosques,interesting_places",religious,Q6071846,,41.02505111694336,28.967809677124023,Galata Tower,558.97124627,3,,,opentripmap,0,1,"Sokollu Mehmed Pasha Mosque, Azapkapı",search,1.0,1,1146.0,3.1483516483516483,14.0,364,0.0007086063518582985
otm_R4567928,R4567928,Sokullu Mehmed Pasa Mosque,Sokullu Mehmed Pasa Mosque,"religion,mosques,interesting_places",religious,Q1572472,,41.00484848022461,28.97216033935547,Sultanahmet Core,395.07616941,3,,,opentripmap,0,1,Sokollu Mehmed Pasha Mosque,search,0.3333333333333333,1,275.0,0.8487654320987654,8.0,324,0.00017004079123999309
otm_W709381140,W709381140,Soğukçeşme Sokağı,Soğukçeşme Sokağı,"other,unclassified_objects,interesting_places,historic_object",historic,Q3300856,,41.00944137573242,28.98009490966797,Hagia Sophia / Basilica Cistern,160.70696987,3,,,opentripmap,0,1,Soğukçeşme Sokağı,search,1.0,1,2014.0,5.517808219178082,23.0,365,0.001245316922026713
otm_N4591192493,N4591192493,Spice Bazaar,Spice Bazaar,"view_points,other,interesting_places,shops,marketplaces,tourist_facilities",attraction,Q668641,,41.01628112792969,28.971256256103516,Eminonu / Spice Bazaar,92.14015793,3,,,opentripmap,0,1,Spice Bazaar,search,1.0,1,30912.0,84.69041095890411,534.0,365,0.01911382159567515
otm_Q27925126,Q27925126,St. Mary of Sakızağaç Cathedral,St. Mary of Sakızağaç Cathedral,"religion,churches,interesting_places,other_churches",religious,Q27925126,,41.044620513916016,29.00511360168457,Yildiz Palace,627.71555565,3,,,opentripmap,0,1,St. Mary of Sakızağaç Cathedral,search,1.0,1,0.0,0.0,0.0,0,0.0
otm_W32396432,W32396432,Sultan Ahmed III Fountain,Sultan Ahmed III Fountain,"fountains,cultural,urban_environment,interesting_places",attraction,Q3076126,,41.008262634277344,28.981260299682617,Hagia Sophia / Basilica Cistern,118.09999663,3,,,opentripmap,0,1,Fountain of Ahmed III,search,0.75,1,4627.0,12.676712328767124,31.0,365,0.0028610136038816295
otm_N5600243670,N5600243670,Surp Asdvadzadzin Kilisesi,Surp Asdvadzadzin Kilisesi,"religion,churches,interesting_places,other_churches",religious,Q16008767,,41.0445556640625,29.00530433654785,Yildiz Palace,610.75009,3,,,opentripmap,0,1,Surp Asdvadzadzin Patriarchal Church,search,0.4,1,3399.0,9.312328767123288,137.0,365,0.002101704179726315
otm_W544151676,W544151676,Surp Haç Ermeni Lisesi,Surp Haç Ermeni Lisesi,"religion,monasteries,interesting_places",religious,Q2368617,,41.024383544921875,29.030824661254883,Uskudar Waterfront,1323.47280956,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0
otm_W165575977,W165575977,Surp Krikor Lusavoric Church,Surp Krikor Lusavoric Church,"religion,churches,interesting_places,other_churches",religious,Q20472836,,41.025657653808594,28.97842025756836,Galata Tower,338.1169451,3,,,opentripmap,0,1,"Surp Krikor Lusavoriç Armenian Church, Kuzguncuk",search,0.42857142857142855,1,1185.0,3.2465753424657535,13.0,365,0.0007327212277068794
otm_N5599930452,N5599930452,Surp Pirgiç Catholic Church,Surp Pirgiç Catholic Church,"religion,churches,interesting_places,catholic_churches",religious,Q25474010,,41.02450180053711,28.97600746154785,Galata Tower,189.66052477,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0
otm_W235498056,W235498056,Surp Takavor Armenian Church,Surp Takavor Armenian Church,"religion,churches,interesting_places,other_churches",religious,Q20471319,,40.9898681640625,29.024410247802734,Kadikoy Historic Center,195.89606667,3,,,opentripmap,0,1,Surp Takavor Church,search,0.75,1,870.0,2.436974789915966,23.0,357,0.0005379472304683418
otm_W491935728,W491935728,Süreyya Opera House,Süreyya Opera House,"cultural,cinemas,theatres_and_entertainments,interesting_places,opera_houses",attraction,Q551616,,40.98799514770508,29.02902603149414,Kadikoy Historic Center,395.79341829,3,,,opentripmap,0,1,Süreyya Opera House,search,1.0,1,4124.0,11.2986301369863,67.0,365,0.002549993538449933
otm_W4471925,W4471925,Taksim Gezi Park,Taksim Gezi Park,"urban_environment,gardens_and_parks,cultural,interesting_places",attraction,Q6048634,,41.03883361816406,28.987030029296875,Dolmabahce,1150.09920618,3,,,opentripmap,0,1,Gezi Park,search,0.6666666666666666,1,9165.0,25.10958904109589,305.0,365,0.005666995824416497
otm_Q4450209,Q4450209,Taksim Stadium,Taksim Stadium,"sport,architecture,historic_architecture,interesting_places,destroyed_objects,stadiums",historic,Q4450209,,41.03845977783203,28.986818313598633,Dolmabahce,1170.17605296,3,,,opentripmap,0,1,Taksim Stadium,search,1.0,1,5661.0,15.509589041095891,155.0,365,0.0035003669789440035
otm_W697224044,W697224044,Teşvikiye Mosque,Teşvikiye Mosque,"religion,mosques,interesting_places",religious,Q2719784,,41.049373626708984,28.994291305541992,Dolmabahce,1251.77292341,3,,,opentripmap,0,1,Teşvikiye Mosque,search,1.0,1,2991.0,8.194520547945206,26.0,365,0.0018494254785411614
otm_N5506396363,N5506396363,The Jewish Museum of Turkey,The Jewish Museum of Turkey,"religion,synagogues,cultural,museums,interesting_places,other_museums",museum,Q1059699,,41.02678680419922,28.972728729248047,Galata Tower,185.28282968,3,,,opentripmap,0,1,Jewish Museum of Turkey,search,0.75,1,2638.0,7.227397260273973,40.0,365,0.0016311549356040065
otm_N3279398393,N3279398393,The Museum of Innocence,The Museum of Innocence,"cultural,museums,interesting_places,other_museums",museum,Q15961492,,41.030906677246094,28.97978782653809,Istiklal / Pera,368.45564063,3,,,opentripmap,0,1,The Museum of Innocence,search,1.0,1,28907.0,79.1972602739726,149.0,365,0.01787406964499811
otm_N5115939964,N5115939964,The Museum of Turkish Calligraphic Art,The Museum of Turkish Calligraphic Art,"cultural,museums,interesting_places,other_museums",museum,Q6549659,,41.01005172729492,28.963180541992188,Suleymaniye,684.97333724,3,,,opentripmap,0,1,Museum of Turkish Calligraphy Art,search,0.5,1,994.0,2.723287671232877,10.0,365,0.0006146201690638296
otm_N415156590,N415156590,The Walled Obelisk,The Walled Obelisk,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",historic,Q742474,,41.00539779663086,28.97481918334961,Sultanahmet Core,166.71480979,3,,,opentripmap,0,1,Walled Obelisk,search,0.6666666666666666,1,11647.0,31.90958904109589,73.0,365,0.007201691256626181
otm_N6072311187,N6072311187,Theodosius Cistern,Theodosius Cistern,"historic,archaeology,interesting_places,other_archaeological_sites",historic,Q3150393,,41.00741195678711,28.97248649597168,Sultanahmet Core,426.1694164,3,,,opentripmap,0,2,Theodosius Cistern,search,1.0,1,10452.0,28.635616438356163,81.0,365,0.006462786727419665
otm_W110314231,W110314231,Theotokos Kyriotissa (Kalenderhane),Theotokos Kyriotissa (Kalenderhane),"religion,mosques,interesting_places",religious,Q1758501,,41.013145446777344,28.960369110107425,Suleymaniye,445.37194853,3,,,opentripmap,0,1,Kalenderhane Mosque,search,0.25,1,5785.0,15.849315068493151,39.0,365,0.003577039917539491
otm_W103339339,W103339339,Tiled Kiosk,Tiled Kiosk,"cultural,museums,interesting_places,art_galleries",museum,Q3294735,,41.01202392578125,28.981237411499023,Topkapi Palace,182.97617478,3,,,opentripmap,0,1,Tiled Kiosk,search,1.0,1,6154.0,16.86027397260274,45.0,365,0.0038052037428760637
otm_Q7813639,Q7813639,Toklu Dede Mosque,Toklu Dede Mosque,"religion,mosques,interesting_places",religious,Q7813639,,41.03950119018555,28.9424991607666,Eyup / Pierre Loti,1253.00147015,3,,,opentripmap,0,1,Toklu Dede Mosque,search,1.0,1,1042.0,2.8547945205479452,12.0,365,0.0006443000162620829
otm_N269497288,N269497288,Tomb of Hayreddin Barbarossa,Tomb of Hayreddin Barbarossa,"historic,monuments_and_memorials,burial_places,interesting_places,mausoleums,monuments",historic,Q6021475,,41.04192352294922,29.0068359375,Yildiz Palace,519.88217588,3,,,opentripmap,0,1,Tomb of Hayreddin Barbarossa,search,1.0,1,2420.0,6.63013698630137,20.0,365,0.0014963589629119394
otm_Q27926432,Q27926432,Tombili,Tombili,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",historic,Q27926432,,40.9857292175293,29.039587020874023,Kadikoy Historic Center,1256.87317116,3,,,opentripmap,0,1,Tombili,search,1.0,1,50195.0,137.5205479452055,986.0,365,0.03103708187742347
otm_W132052542,W132052542,Tophane Fountain,Tophane Fountain,"fountains,cultural,urban_environment,interesting_places",attraction,Q6077177,,41.026763916015625,28.981277465820312,Galata Tower,590.43249911,3,,,opentripmap,0,2,Tophane Fountain,search,1.0,1,1628.0,4.46027397260274,15.0,365,0.0010066414841407591
otm_W335415778,W335415778,Topkapı Palace,Topkapı Palace,"palaces,architecture,historic_architecture,cultural,museums,interesting_places,other_museums",museum,Q170495,,41.012977600097656,28.984066009521484,Topkapi Palace,176.48062573,3,,,opentripmap,0,1,Topkapı Palace,search,1.0,1,268748.0,736.2958904109589,1057.0,365,0.1661749911424206
otm_R8120955,R8120955,Turkish and Islamic Arts Museum,Turkish and Islamic Arts Museum,"national_museums,cultural,museums,interesting_places",museum,Q525939,,41.00642395019531,28.974912643432617,Sultanahmet Core,195.40366904,3,,,opentripmap,0,2,Turkish and Islamic Arts Museum,search,1.0,1,11127.0,30.484931506849314,72.0,365,0.006880159578645103
otm_W23276526,W23276526,Valens Aqueduct,Valens Aqueduct,"bridges,architecture,interesting_places,aqueducts",historic,Q952924,,41.016117095947266,28.95530128479004,Fatih / Valens Aqueduct,140.64764642,3,,,opentripmap,0,1,Aqueduct of Valens,search,1.0,1,27802.0,76.16986301369863,299.0,365,0.01719081482928832
otm_W315742592,W315742592,Vasat Atik Ali Pasha Mosque,Vasat Atik Ali Pasha Mosque,"religion,mosques,interesting_places",religious,Q6022200,,41.02490997314453,28.94177627563477,Balat / Fener,852.634583,3,,,opentripmap,0,1,Vasat Atik Ali Pasha Mosque,search,1.0,1,635.0,1.7638888888888888,8.0,360,0.00039263964522689315
otm_N4509066189,N4509066189,Vefa Kilise Mosque,Vefa Kilise Mosque,"religion,churches,interesting_places,other_churches",religious,Q246275,,41.01634979248047,28.960275650024418,Suleymaniye,296.92538178,3,,,opentripmap,0,1,Church-Mosque of Vefa,search,0.5,1,3454.0,9.463013698630137,33.0,365,0.002135712337974313
otm_N5113609520,N5113609520,Vefa Stadium,Vefa Stadium,"sport,historic,archaeology,interesting_places,other_archaeological_sites,stadiums",historic,Q17989029,,41.02785873413086,28.939119338989254,Balat / Fener,913.00528843,3,,,opentripmap,0,1,Vefa Stadium,search,1.0,1,3346.0,9.167123287671233,82.0,365,0.002068932681778243
otm_R6554433,R6554433,Vodafone Park,Vodafone Park,"sport,cultural,museums,interesting_places,other_museums,stadiums",museum,Q14914703,,41.03944396972656,28.995269775390625,Dolmabahce,457.34702427,3,,,opentripmap,0,1,Vodafone Idea,search,0.3333333333333333,1,185553.0,508.3643835616438,1568.0,365,0.11473301431619796
otm_R4429629,R4429629,Walls of Constantinople,Walls of Constantinople,"architecture,historic_architecture,fortifications,defensive_walls,historic,interesting_places,destroyed_objects",historic,Q89917,,41.0323371887207,28.938077926635746,Balat / Fener,1020.32218241,3,,,opentripmap,0,2,Walls of Constantinople,search,1.0,1,209372.0,573.6219178082192,1542.0,365,0.12946102015818123
otm_N5243953336,N5243953336,Yavuz Sultan Selim Mosque,Yavuz Sultan Selim Mosque,"religion,mosques,interesting_places",religious,Q2565329,,41.026519775390625,28.951000213623047,Balat / Fener,369.78253581,3,,,opentripmap,0,3,Yavuz Sultan Selim Mosque,search,1.0,1,1749.0,4.791780821917809,26.0,365,0.0010814594322863561
otm_R7321116,R7321116,Yeni Valide Cami,Yeni Valide Cami,"religion,mosques,interesting_places",religious,Q2334567,,41.0247917175293,29.015148162841797,Uskudar Waterfront,112.00300158,3,,,opentripmap,0,1,"Yeni Mosque, Thessaloniki",search,0.2,1,4902.0,13.43013698630137,56.0,365,0.0030310543951216225
otm_N3402422970,N3402422970,Yeraltı Camii,Yeraltı Camii,"religion,mosques,interesting_places",religious,Q12885210,,41.0223274230957,28.97679901123047,Galata Tower,425.60441704,3,,,opentripmap,0,1,Yeraltı Mosque,search,0.3333333333333333,1,2641.0,7.235616438356164,27.0,365,0.0016330099260538973
otm_Q3394745,Q3394745,Yıldız Clock Tower,Yıldız Clock Tower,"architecture,towers,interesting_places,clock_towers",attraction,Q3394745,,41.049800872802734,29.00979995727539,Yildiz Palace,703.93543498,3,,,opentripmap,0,1,Yıldız Clock Tower,search,1.0,1,1298.0,3.565934065934066,43.0,364,0.0008025925346527675
otm_W437709811,W437709811,Yıldız Hamidiye Mosque,Yıldız Hamidiye Mosque,"religion,mosques,interesting_places",religious,Q1573438,,41.04939651489258,29.00998878479004,Yildiz Palace,656.45495318,3,,,opentripmap,0,1,Yıldız Hamidiye Mosque,search,1.0,1,6316.0,17.304109589041097,54.0,365,0.0039053732271701687
otm_R6606776,R6606776,Yıldız Park,Yıldız Park,"urban_environment,gardens_and_parks,cultural,interesting_places",attraction,Q1818005,,41.048282623291016,29.015438079833984,Yildiz Palace,555.71498273,3,,,opentripmap,0,1,Yıldız Park,search,1.0,1,4149.0,11.367123287671232,39.0,365,0.0025654517921990232
otm_W331247663,W331247663,Zal Mahmud Pasha Mosque,Zal Mahmud Pasha Mosque,"religion,mosques,interesting_places",religious,Q1572457,,41.04463577270508,28.93585205078125,Eyup / Pierre Loti,458.21191288,3,,,opentripmap,0,1,Zal Mahmud Pasha Mosque,search,1.0,1,3067.0,8.402739726027397,39.0,365,0.0018964185699383957
otm_W104061375,W104061375,Zeynep Sultan Mosque,Zeynep Sultan Mosque,"religion,mosques,interesting_places",religious,Q1153320,,41.01007080078125,28.978498458862305,Hagia Sophia / Basilica Cistern,258.23910109,3,,,opentripmap,0,2,Zeynep Sultan Mosque,search,1.0,1,1510.0,4.136986301369863,77.0,365,0.000933678526445053
otm_W235463557,W235463557,Zühtü Pacha mosque,Zühtü Pacha mosque,"religion,mosques,interesting_places",religious,Q6019534,,40.98413848876953,29.0400390625,Kadikoy Historic Center,1378.54466524,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0
otm_W48968788,W48968788,Çadır Köşkü,Çadır Köşkü,"other,unclassified_objects,interesting_places,tourist_object",attraction,Q6100184,,41.047698974609375,29.0133113861084,Yildiz Palace,438.54118211,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0
otm_W238027309,W238027309,Çinili Mosque,Çinili Mosque,"religion,mosques,interesting_places",religious,Q18515442,,41.01979446411133,29.029155731201172,Uskudar Waterfront,1350.06344586,3,,,opentripmap,0,1,Çinili Mosque,search,1.0,1,1485.0,4.068493150684931,15.0,365,0.0009182202726959628
otm_Q1463961,Q1463961,İstanbul Modern,İstanbul Modern,"museums,cultural,interesting_places,art_galleries",museum,Q1463961,,41.0260009765625,28.98294448852539,Galata Tower,719.34203369,3,,,opentripmap,0,1,Istanbul Modern,search,0.3333333333333333,1,6626.0,18.153424657534245,79.0,365,0.004097055573658888
otm_N5111212308,N5111212308,İşbank Museum,İşbank Museum,"cultural,museums,interesting_places,other_museums",museum,Q16850066,,41.01616668701172,28.972620010375977,Eminonu / Spice Bazaar,206.97969901,3,,,opentripmap,0,1,İşbank Museum,search,1.0,1,1000.0,2.7472527472527473,14.0,364,0.0006183301499636112
otm_R7656706,R7656706,Şehzade Mosque,Şehzade Mosque,"religion,mosques,interesting_places",religious,Q644677,,41.01383209228515,28.9571590423584,Fatih / Valens Aqueduct,355.99061986,3,,,opentripmap,0,3,Şehzade Mosque,search,1.0,1,35316.0,96.75616438356164,325.0,365,0.021836947576114894
otm_Q6048639,Q6048639,Şehzade Numan fountain,Şehzade Numan fountain,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",historic,Q6048639,,41.02135467529297,29.018665313720703,Uskudar Waterfront,573.2735613,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0
otm_W237833983,W237833983,Şemsi Pasha Mosque,Şemsi Pasha Mosque,"religion,mosques,interesting_places",religious,Q1572431,,41.02594375610352,29.0113525390625,Uskudar Waterfront,323.98892778,3,,,opentripmap,0,1,Şemsi Pasha Mosque,search,1.0,1,2771.0,7.5917808219178085,23.0,365,0.001713392845549167
otm_W329264309,W329264309,Şeyh Süleyman Mosque,Şeyh Süleyman Mosque,"religion,mosques,interesting_places",religious,Q8082507,,41.01921081542969,28.955366134643555,Fatih / Valens Aqueduct,263.55652995,3,,,opentripmap,0,1,Şeyh Süleyman Mosque,search,1.0,1,0.0,0.0,0.0,0,0.0
