poi_id,otm_xid,name,display_name_en,kinds,category_clean,wikidata,wikipedia_url,lat,lon,query_area,dist_from_query_center_m,rate,address_raw,preview_image,source,needs_review,candidate_count_same_key,wiki_title,wiki_match_method,wiki_match_score,wiki_has_page,wiki_pageviews_total,wiki_pageviews_avg,wiki_pageviews_max,wiki_days_observed,wiki_popularity_score,wiki_review_decision,wiki_identity_valid,wiki_pageview_available,wiki_review_notes,wiki_title_original,text_combined_raw,text_combined_norm,name_norm,is_mosque,is_church,is_synagogue,is_cathedral,is_palace,is_museum,is_monument,is_cemetery,is_fortress,is_tower,is_hamam,is_bridge,is_tekke_or_dergah,is_tomb,is_fountain,is_gate,subtype_flag_count,has_possible_duplicate,possible_duplicate_group,possible_duplicate_count,exclude_from_part_b,exclude_from_recommendation,exclusion_reason,exclusion_scope,family_iconic_landmark,family_religious_monumental,family_museum_cultural,family_viewpoint_scenic,family_palatial_imperial,family_neighborhood_heritage
otm_N5244812070,N5244812070,Dostlar Tiyatrosu,Dostlar Tiyatrosu,"cultural,theatres_and_entertainments,interesting_places,other_theatres",attraction,Q6100278,,41.01897811889648,28.96481704711914,Suleymaniye,320.16709323,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0,,0,0,,,"Dostlar Tiyatrosu Dostlar Tiyatrosu cultural,theatres_and_entertainments,interesting_places,other_theatres attraction ","dostlar tiyatrosu dostlar tiyatrosu cultural,theatres and entertainments,interesting places,other theatres attraction",dostlar tiyatrosu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0
otm_N4889959434,N4889959434,Doğançay Museum,Doğançay Museum,"cultural,museums,interesting_places,art_galleries",museum,Q5303887,,41.035770416259766,28.978370666503903,Istiklal / Pera,211.43234472,3,,,opentripmap,0,1,Doğançay Museum,search,1.0,1,973.0,2.665753424657534,11.0,365,0.0006016352359145,,1,1,,Doğançay Museum,"Doğançay Museum Doğançay Museum cultural,museums,interesting_places,art_galleries museum Doğançay Museum","dogancay museum dogancay museum cultural,museums,interesting places,art galleries museum dogancay museum",dogancay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,0,1,0,0,0
otm_Q211004,Q211004,Ecumenical Patriarchate of Constantinople,Ecumenical Patriarchate of Constantinople,"religion,other_temples,interesting_places",religious,Q211004,,41.02916717529297,28.9516658782959,Balat / Fener,175.67775051,3,,,opentripmap,0,1,Ecumenical Patriarchate of Constantinople,search,1.0,1,217500.0,595.8904109589041,2654.0,365,0.1344868076170854,,1,1,,Ecumenical Patriarchate of Constantinople,"Ecumenical Patriarchate of Constantinople Ecumenical Patriarchate of Constantinople religion,other_temples,interesting_places religious Ecumenical Patriarchate of Constantinople","ecumenical patriarchate of constantinople ecumenical patriarchate of constantinople religion,other temples,interesting places religious ecumenical patriarchate of constantinople",ecumenical patriarchate of constantinople,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,1,1,0,0,0,0
otm_Q647228,Q647228,"Edirnekapı, Istanbul","Edirnekapı, Istanbul","fortifications,historic,interesting_places,other_fortifications",historic,Q647228,,41.03111267089844,28.93916702270508,Balat / Fener,899.57131163,3,,,opentripmap,0,1,"Edirnekapı, Fatih",manual_review,1.0,1,0.0,0.0,0.0,0,0.0,fix,1,0,replaced generic city page with closest place-level historical proxy,Istanbul,"Edirnekapı, Istanbul Edirnekapı, Istanbul fortifications,historic,interesting_places,other_fortifications historic Edirnekapı, Fatih","edirnekapi, istanbul edirnekapi, istanbul fortifications,historic,interesting places,other fortifications historic edirnekapi, fatih","edirnekapi, istanbul",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,0,0,1,0,1
otm_N269706604,N269706604,Ertuğrul Tekke mosque,Ertuğrul Tekke mosque,"religion,mosques,interesting_places",religious,Q1137517,,41.045650482177734,29.008522033691406,Yildiz Palace,392.49342879,3,,,opentripmap,0,1,Ertuğrul Tekke Mosque,search,1.0,1,1375.0,3.767123287671233,23.0,365,0.0008502039561999,,1,1,,Ertuğrul Tekke Mosque,"Ertuğrul Tekke mosque Ertuğrul Tekke mosque religion,mosques,interesting_places religious Ertuğrul Tekke Mosque","ertugrul tekke mosque ertugrul tekke mosque religion,mosques,interesting places religious ertugrul tekke mosque",ertugrul tekke,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,0,0,0,,,0,1,0,0,0,0
otm_W525963959,W525963959,Eski Imaret Mosque,Eski Imaret Mosque,"religion,mosques,churches,interesting_places,other_churches",religious,Q2410449,,41.021629333496094,28.95499610900879,Fatih / Valens Aqueduct,529.58545381,3,,,opentripmap,0,1,Eski Imaret Mosque,search,1.0,1,4323.0,11.843835616438357,47.0,365,0.0026730412382926,,1,1,,Eski Imaret Mosque,"Eski Imaret Mosque Eski Imaret Mosque religion,mosques,churches,interesting_places,other_churches religious Eski Imaret Mosque","eski imaret mosque eski imaret mosque religion,mosques,churches,interesting places,other churches religious eski imaret mosque",eski imaret,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,,,0,1,0,0,0,0
otm_W35391586,W35391586,Eyüp Cemetery,Eyüp Cemetery,"cemeteries,historic,burial_places,interesting_places",historic,Q6002600,,41.05241394042969,28.93324851989746,Eyup / Pierre Loti,492.27982947,3,,,opentripmap,0,1,Eyüp Cemetery,search,1.0,1,4794.0,13.134246575342466,31.0,365,0.0029642747389255,,1,1,,Eyüp Cemetery,"Eyüp Cemetery Eyüp Cemetery cemeteries,historic,burial_places,interesting_places historic Eyüp Cemetery","eyup cemetery eyup cemetery cemeteries,historic,burial places,interesting places historic eyup cemetery",eyup,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,0,0,0,0,1
otm_W600269984,W600269984,Eyüp Sultan Mosque,Eyüp Sultan Mosque,"religion,mosques,interesting_places",religious,Q956677,,41.047603607177734,28.93349838256836,Eyup / Pierre Loti,80.30487137,3,,,opentripmap,0,2,Eyüp Sultan Mosque,search,1.0,1,29641.0,81.20821917808219,242.0,365,0.0183279239750714,,1,1,,Eyüp Sultan Mosque,"Eyüp Sultan Mosque Eyüp Sultan Mosque religion,mosques,interesting_places religious Eyüp Sultan Mosque","eyup sultan mosque eyup sultan mosque religion,mosques,interesting places religious eyup sultan mosque",eyup sultan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,1,1,0,0,0,0
otm_R1661399,R1661399,Fatih Mosque,Fatih Mosque,"religion,mosques,interesting_places",religious,Q756189,,41.01981735229492,28.94988250732422,Fatih / Valens Aqueduct,638.40162098,3,,,opentripmap,0,1,"Fatih Mosque, Istanbul",search,0.6666666666666666,1,77882.0,213.37534246575345,1182.0,365,0.0481567887394659,,1,1,,"Fatih Mosque, Istanbul","Fatih Mosque Fatih Mosque religion,mosques,interesting_places religious Fatih Mosque, Istanbul","fatih mosque fatih mosque religion,mosques,interesting places religious fatih mosque, istanbul",fatih,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,1,1,0,0,0,0
otm_W403376607,W403376607,Fatih Sultan Mehmet Bridge,Fatih Sultan Mehmet Bridge,"bridges,architecture,interesting_places,suspension_bridges",attraction,Q369967,,41.09130859375,29.061382293701172,Rumeli Hisari,809.20690039,3,,,opentripmap,0,1,Fatih Sultan Mehmet Bridge,search,1.0,1,28561.0,78.24931506849315,484.0,365,0.0176601274131107,,1,1,,Fatih Sultan Mehmet Bridge,"Fatih Sultan Mehmet Bridge Fatih Sultan Mehmet Bridge bridges,architecture,interesting_places,suspension_bridges attraction Fatih Sultan Mehmet Bridge","fatih sultan mehmet bridge fatih sultan mehmet bridge bridges,architecture,interesting places,suspension bridges attraction fatih sultan mehmet bridge",fatih sultan mehmet bridge,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,,,1,0,0,1,0,0
otm_W136456159,W136456159,Fethiye Mosque / Museum,Fethiye Mosque / Museum,"religion,mosques,churches,cultural,museums,interesting_places,other_museums,other_churches",museum,Q1420984,,41.02914810180664,28.946388244628903,Balat / Fener,285.2461708,3,,,opentripmap,0,2,Fethiye Mosque (Krujë),search,0.5,1,1255.0,3.447802197802198,17.0,364,0.0007760043382043,,1,1,,Fethiye Mosque (Krujë),"Fethiye Mosque / Museum Fethiye Mosque / Museum religion,mosques,churches,cultural,museums,interesting_places,other_museums,other_churches museum Fethiye Mosque (Krujë)","fethiye mosque museum fethiye mosque museum religion,mosques,churches,cultural,museums,interesting places,other museums,other churches museum fethiye mosque kruje",fethiye,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,,,0,1,1,0,0,0
otm_W132277802,W132277802,Firuz Ağa Mosque,Firuz Ağa Mosque,"religion,mosques,interesting_places",religious,Q2565317,,41.007835388183594,28.976177215576172,Sultanahmet Core,275.48899401,3,,,opentripmap,0,1,Firuz Agha Mosque,search,0.6666666666666666,1,1639.0,4.49041095890411,15.0,365,0.0010134431157903,,1,1,,Firuz Agha Mosque,"Firuz Ağa Mosque Firuz Ağa Mosque religion,mosques,interesting_places religious Firuz Agha Mosque","firuz aga mosque firuz aga mosque religion,mosques,interesting places religious firuz agha mosque",firuz aga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
otm_Q1247291,Q1247291,Forum of Theodosius,Forum of Theodosius,"historic,archaeology,interesting_places,other_archaeological_sites",historic,Q1247291,,41.00972366333008,28.963611602783203,Suleymaniye,719.55985858,3,,,opentripmap,0,1,Forum of Theodosius,search,1.0,1,9516.0,26.07123287671233,54.0,365,0.0058840297070537,,1,1,,Forum of Theodosius,"Forum of Theodosius Forum of Theodosius historic,archaeology,interesting_places,other_archaeological_sites historic Forum of Theodosius","forum of theodosius forum of theodosius historic,archaeology,interesting places,other archaeological sites historic forum of theodosius",forum of theodosius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,1
otm_Q16947921,Q16947921,Fountain of Ahmed III (Üsküdar),Fountain of Ahmed III (Üsküdar),"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",historic,Q16947921,,41.02678680419922,29.01535415649414,Uskudar Waterfront,110.3831453,3,,,opentripmap,0,1,Fountain of Ahmed III (Üsküdar),search,1.0,1,1276.0,3.495890410958904,14.0,365,0.0007889892713535,,1,1,,Fountain of Ahmed III (Üsküdar),"Fountain of Ahmed III (Üsküdar) Fountain of Ahmed III (Üsküdar) fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments historic Fountain of Ahmed III (Üsküdar)","fountain of ahmed iii uskudar fountain of ahmed iii uskudar fountains,historic,cultural,urban environment,monuments and memorials,interesting places,sculptures,monuments historic fountain of ahmed iii uskudar",of ahmed iii uskudar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,,0,0,0,,,0,0,0,0,0,1
otm_W280961352,W280961352,Galata Bridge,Galata Bridge,"bridges,architecture,interesting_places,moveable_bridges",attraction,Q81523,,41.02000427246094,28.97311782836914,Eminonu / Spice Bazaar,460.20164257,3,,,opentripmap,0,1,Galata Bridge,search,1.0,1,24788.0,67.91232876712328,181.0,365,0.0153271677572979,,1,1,,Galata Bridge,"Galata Bridge Galata Bridge bridges,architecture,interesting_places,moveable_bridges attraction Galata Bridge","galata bridge galata bridge bridges,architecture,interesting places,moveable bridges attraction galata bridge",galata bridge,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,,,1,0,0,1,0,0
otm_W23236783,W23236783,Galata Tower,Galata Tower,"architecture,towers,interesting_places,observation_towers",attraction,Q91274,https://en.wikipedia.org/wiki/Galata%20Tower,41.02564239501953,28.974212646484375,Galata Tower,17.0324314,3,"{'city': 'Bereketzade Mahallesi', 'town': 'Beyoğlu', 'state': 'Marmara Bölgesi', 'suburb': 'Galata', 'country': 'Türkiye', 'postcode': '34420', 'country_code': 'tr'}",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Galata_Tower_after_the_2020_restoration.jpg/300px-Galata_Tower_after_the_2020_restoration.jpg,opentripmap,0,1,Galata Tower,from_url,1.0,1,154494.0,423.2712328767123,1589.0,365,0.0955282981884781,,1,1,,Galata Tower,"Galata Tower Galata Tower architecture,towers,interesting_places,observation_towers attraction Galata Tower","galata tower galata tower architecture,towers,interesting places,observation towers attraction galata tower",galata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0,,,1,0,0,1,0,0
otm_N3386270532,N3386270532,Galatasaray Museum,Galatasaray Museum,"cultural,museums,interesting_places,art_galleries",museum,Q3329724,,41.03348159790039,28.976940155029297,Istiklal / Pera,93.16383168,3,,,opentripmap,0,1,Galatasaray Museum,search,1.0,1,1536.0,4.208219178082191,30.0,365,0.0009497551103441,,1,1,,Galatasaray Museum,"Galatasaray Museum Galatasaray Museum cultural,museums,interesting_places,art_galleries museum Galatasaray Museum","galatasaray museum galatasaray museum cultural,museums,interesting places,art galleries museum galatasaray museum",galatasaray,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,0,1,0,0,0
otm_W109874498,W109874498,German Fountain,German Fountain,"fountains,cultural,urban_environment,interesting_places",attraction,Q322920,,41.00711441040039,28.976675033569336,Sultanahmet Core,190.87767298,3,,,opentripmap,0,1,German Fountain,search,1.0,1,10777.0,29.526027397260275,62.0,365,0.0066637440261578,,1,1,,German Fountain,"German Fountain German Fountain fountains,cultural,urban_environment,interesting_places attraction German Fountain","german fountain german fountain fountains,cultural,urban environment,interesting places attraction german fountain",german,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,,,0,0,0,0,0,1
otm_N1768294290,N1768294290,Great Palace Mosaic Museum,Great Palace Mosaic Museum,"national_museums,cultural,museums,interesting_places",museum,Q2719230,,41.004268646240234,28.977449417114254,Sultanahmet Core,136.9190868,3,,,opentripmap,0,1,Great Palace Mosaic Museum,search,1.0,1,8033.0,22.008219178082193,42.0,365,0.0049670460946576,,1,1,,Great Palace Mosaic Museum,"Great Palace Mosaic Museum Great Palace Mosaic Museum national_museums,cultural,museums,interesting_places museum Great Palace Mosaic Museum","great palace mosaic museum great palace mosaic museum national museums,cultural,museums,interesting places museum great palace mosaic museum",great mosaic,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,,,0,0,1,0,1,0
otm_Q475338,Q475338,Great Palace of Constantinople,Great Palace of Constantinople,"palaces,architecture,historic_architecture,interesting_places,destroyed_objects",historic,Q475338,,41.00638961791992,28.9777774810791,Sultanahmet Core,137.21121908,3,,,opentripmap,0,1,Great Palace of Constantinople,search,1.0,1,79621.0,218.13972602739727,549.0,365,0.0492320648702526,,1,1,,Great Palace of Constantinople,"Great Palace of Constantinople Great Palace of Constantinople palaces,architecture,historic_architecture,interesting_places,destroyed_objects historic Great Palace of Constantinople","great palace of constantinople great palace of constantinople palaces,architecture,historic architecture,interesting places,destroyed objects historic great palace of constantinople",great of constantinople,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,1,0,0,0,1,1
otm_W330645373,W330645373,Gül Mosque,Gül Mosque,"religion,mosques,churches,interesting_places,other_churches",religious,Q2334536,,41.026763916015625,28.95638084411621,Balat / Fener,649.52301265,3,,,opentripmap,0,1,Gül Mosque,search,1.0,1,5023.0,13.761643835616438,52.0,365,0.0031058723432672,,1,1,,Gül Mosque,"Gül Mosque Gül Mosque religion,mosques,churches,interesting_places,other_churches religious Gül Mosque","gul mosque gul mosque religion,mosques,churches,interesting places,other churches religious gul mosque",gul,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,,,0,1,0,0,0,0
otm_R4742554,R4742554,Hagia Irene,Hagia Irene,"religion,churches,cultural,museums,interesting_places,other_museums,other_churches",museum,Q736676,,41.00974655151367,28.98106384277344,Hagia Sophia / Basilica Cistern,217.06175579,3,,,opentripmap,0,1,Hagia Irene,search,1.0,1,64114.0,175.65479452054794,388.0,365,0.0396436192347669,,1,1,,Hagia Irene,"Hagia Irene Hagia Irene religion,churches,cultural,museums,interesting_places,other_museums,other_churches museum Hagia Irene","hagia irene hagia irene religion,churches,cultural,museums,interesting places,other museums,other churches museum hagia irene",hagia irene,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,,,1,1,1,0,0,0
otm_W206855035,W206855035,Hagia Triada Greek Orthodox Church,Hagia Triada Greek Orthodox Church,"religion,churches,interesting_places,other_churches",religious,Q5638730,,41.035587310791016,28.984235763549805,Istiklal / Pera,564.78879478,3,,,opentripmap,0,1,"Hagia Triada Church, Istanbul",search,0.5,1,39244.0,107.51780821917808,13376.0,365,0.0242657484051719,,1,1,,"Hagia Triada Church, Istanbul","Hagia Triada Greek Orthodox Church Hagia Triada Greek Orthodox Church religion,churches,interesting_places,other_churches religious Hagia Triada Church, Istanbul","hagia triada greek orthodox church hagia triada greek orthodox church religion,churches,interesting places,other churches religious hagia triada church, istanbul",hagia triada greek orthodox,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,1,1,0,0,0,0
otm_W53602038,W53602038,Haidar Pasha Cemetery,Haidar Pasha Cemetery,"cemeteries,historic,burial_places,interesting_places",historic,Q5686262,,41.000709533691406,29.01869010925293,Kadikoy Historic Center,1263.60339156,3,,,opentripmap,0,1,Haydarpaşa Cemetery,search,0.25,1,2387.0,6.53972602739726,18.0,365,0.0014759540679631,keep,1,1,Wikipedia identity appears correct; location may be slightly off but not a wiki-match problem,Haydarpaşa Cemetery,"Haidar Pasha Cemetery Haidar Pasha Cemetery cemeteries,historic,burial_places,interesting_places historic Haydarpaşa Cemetery","haidar pasha cemetery haidar pasha cemetery cemeteries,historic,burial places,interesting places historic haydarpasa cemetery",haidar pasha,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,0,0,0,0,1
otm_N4169858237,N4169858237,Haldun Taner Stage,Haldun Taner Stage,"cultural,theatres_and_entertainments,interesting_places,other_theatres",attraction,Q15533769,,40.99259567260742,29.02425193786621,Kadikoy Historic Center,255.25413032,3,,,opentripmap,0,2,Kadıköy Haldun Taner Stage,search,0.75,1,768.0,2.10989010989011,11.0,364,0.000474877555172,,1,1,,Kadıköy Haldun Taner Stage,"Haldun Taner Stage Haldun Taner Stage cultural,theatres_and_entertainments,interesting_places,other_theatres attraction Kadıköy Haldun Taner Stage","haldun taner stage haldun taner stage cultural,theatres and entertainments,interesting places,other theatres attraction kadikoy haldun taner stage",haldun taner stage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0
otm_Q97368741,Q97368741,Halid Ağa Çeşmesi,Halid Ağa Çeşmesi,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",historic,Q97368741,,40.9912109375,29.02802467346191,Kadikoy Historic Center,149.21715487,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0,,0,0,,,"Halid Ağa Çeşmesi Halid Ağa Çeşmesi fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments historic ","halid aga cesmesi halid aga cesmesi fountains,historic,cultural,urban environment,monuments and memorials,interesting places,sculptures,monuments historic",halid aga,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,,0,0,0,,,0,0,0,0,0,1
otm_W59595672,W59595672,Harbiye Muhsin Ertuğrul Stage,Harbiye Muhsin Ertuğrul Stage,"cultural,theatres_and_entertainments,interesting_places,other_theatres",attraction,Q16892078,,41.04661178588867,28.988807678222656,Dolmabahce,1295.18003167,3,,,opentripmap,0,1,Harbiye Muhsin Ertuğrul Stage,search,1.0,1,485.0,1.3817663817663817,8.0,351,0.0002998901227323,,1,1,,Harbiye Muhsin Ertuğrul Stage,"Harbiye Muhsin Ertuğrul Stage Harbiye Muhsin Ertuğrul Stage cultural,theatres_and_entertainments,interesting_places,other_theatres attraction Harbiye Muhsin Ertuğrul Stage","harbiye muhsin ertugrul stage harbiye muhsin ertugrul stage cultural,theatres and entertainments,interesting places,other theatres attraction harbiye muhsin ertugrul stage",harbiye muhsin ertugrul stage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0
otm_N409151055,N409151055,Haydarpaşa Terminal,Haydarpaşa Terminal,"industrial_facilities,abandoned_railway_stations,interesting_places",attraction,Q800973,,40.99607467651367,29.017623901367188,Kadikoy Historic Center,929.02542596,3,,,opentripmap,0,1,Haydarpaşa,search,0.5,1,4074.0,11.161643835616438,37.0,365,0.0025190770309517,,1,1,,Haydarpaşa,"Haydarpaşa Terminal Haydarpaşa Terminal industrial_facilities,abandoned_railway_stations,interesting_places attraction Haydarpaşa","haydarpasa terminal haydarpasa terminal industrial facilities,abandoned railway stations,interesting places attraction haydarpasa",haydarpasa terminal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0
otm_W695627910,W695627910,Hemdat Israel Sinagogu,Hemdat Israel Sinagogu,"religion,synagogues,interesting_places",religious,Q3409173,,40.99478530883789,29.027421951293945,Kadikoy Historic Center,441.60535872,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0,,0,0,,,"Hemdat Israel Sinagogu Hemdat Israel Sinagogu religion,synagogues,interesting_places religious ","hemdat israel sinagogu hemdat israel sinagogu religion,synagogues,interesting places religious",hemdat israel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
otm_W329234516,W329234516,Hirami Ahmet Pasha Mosque (St. John in Trullo),Hirami Ahmet Pasha Mosque (St. John in Trullo),"religion,mosques,churches,interesting_places,other_churches",religious,Q1572506,,41.02798843383789,28.94590950012207,Balat / Fener,371.08945635,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0,,0,0,,,"Hirami Ahmet Pasha Mosque (St. John in Trullo) Hirami Ahmet Pasha Mosque (St. John in Trullo) religion,mosques,churches,interesting_places,other_churches religious ","hirami ahmet pasha mosque st john in trullo hirami ahmet pasha mosque st john in trullo religion,mosques,churches,interesting places,other churches religious",hirami ahmet pasha st john in trullo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,,,0,1,0,0,0,0
otm_Q3407358,Q3407358,Hodegon Monastery,Hodegon Monastery,"religion,monasteries,interesting_places",religious,Q3407358,,41.009029388427734,28.98503303527832,Topkapi Palace,310.59514169,3,,,opentripmap,0,1,Hodegon Monastery,search,1.0,1,3868.0,10.597260273972603,29.0,365,0.0023917010200592,,1,1,,Hodegon Monastery,"Hodegon Monastery Hodegon Monastery religion,monasteries,interesting_places religious Hodegon Monastery","hodegon monastery hodegon monastery religion,monasteries,interesting places religious hodegon monastery",hodegon monastery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0
otm_N5112732265,N5112732265,II.  Bayezid Turkish Bath Culture Museum,II.  Bayezid Turkish Bath Culture Museum,"cultural,museums,interesting_places,other_museums",museum,Q68217803,,41.00994491577149,28.9615535736084,Suleymaniye,719.78703116,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0,,0,0,,,"II.  Bayezid Turkish Bath Culture Museum II.  Bayezid Turkish Bath Culture Museum cultural,museums,interesting_places,other_museums museum ","ii bayezid turkish bath culture museum ii bayezid turkish bath culture museum cultural,museums,interesting places,other museums museum",ii bayezid turkish culture,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,,0,0,0,,,0,0,1,0,0,1
otm_N6373152087,N6373152087,Ibrahim Pasha Palace,Ibrahim Pasha Palace,"palaces,architecture,historic_architecture,fortifications,historic,interesting_places,castles",historic,Q1655940,,41.005863189697266,28.972335815429688,Sultanahmet Core,379.08771912,3,,,opentripmap,0,1,Ibrahim Pasha Palace,search,1.0,1,4727.0,12.95068493150685,27.0,365,0.0029228466188779,,1,1,,Ibrahim Pasha Palace,"Ibrahim Pasha Palace Ibrahim Pasha Palace palaces,architecture,historic_architecture,fortifications,historic,interesting_places,castles historic Ibrahim Pasha Palace","ibrahim pasha palace ibrahim pasha palace palaces,architecture,historic architecture,fortifications,historic,interesting places,castles historic ibrahim pasha palace",ibrahim pasha,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,,0,0,0,,,0,0,0,1,1,1
otm_N5524863624,N5524863624,Ihlamur Palace,Ihlamur Palace,"palaces,architecture,historic_architecture,interesting_places",historic,Q2330055,,41.05079650878906,28.999774932861328,Dolmabahce,1290.31586588,3,,,opentripmap,0,1,Ihlamur Pavilion,search,0.3333333333333333,1,3496.0,9.578082191780824,26.0,365,0.0021616822042727,,1,1,,Ihlamur Pavilion,"Ihlamur Palace Ihlamur Palace palaces,architecture,historic_architecture,interesting_places historic Ihlamur Pavilion","ihlamur palace ihlamur palace palaces,architecture,historic architecture,interesting places historic ihlamur pavilion",ihlamur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,0,0,0,1,1
otm_W335402651,W335402651,Imperial Mint,Imperial Mint,"other,unclassified_objects,interesting_places,tourist_object",attraction,Q6090328,,41.010467529296875,28.980379104614254,Topkapi Palace,271.20424925,3,,,opentripmap,0,2,Mint (candy),search,0.3333333333333333,1,36760.0,100.71232876712328,169.0,365,0.0227298163126623,,1,1,,Mint (candy),"Imperial Mint Imperial Mint other,unclassified_objects,interesting_places,tourist_object attraction Mint (candy)","imperial mint imperial mint other,unclassified objects,interesting places,tourist object attraction mint candy",imperial mint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,0,0,0,0,0
otm_W319020883,W319020883,Istanbul Archaeology Museums,Istanbul Archaeology Museums,"national_museums,archaeological_museums,cultural,museums,interesting_places,history_museums",museum,Q636978,,41.01164627075195,28.98172950744629,Topkapi Palace,133.08462291,3,,,opentripmap,0,2,Istanbul Archaeology Museums,search,1.0,1,26421.0,72.38630136986302,168.0,365,0.0163369008921885,,1,1,,Istanbul Archaeology Museums,"Istanbul Archaeology Museums Istanbul Archaeology Museums national_museums,archaeological_museums,cultural,museums,interesting_places,history_museums museum Istanbul Archaeology Museums","istanbul archaeology museums istanbul archaeology museums national museums,archaeological museums,cultural,museums,interesting places,history museums museum istanbul archaeology museums",istanbul archaeology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,1,0,1,0,0,0
otm_W32394781,W32394781,Istanbul City Wall,Istanbul City Wall,"fortifications,defensive_walls,historic,interesting_places",historic,Q89917,,41.03675079345703,28.939353942871097,Eyup / Pierre Loti,1368.81602765,3,,,opentripmap,0,2,,,0.0,0,0.0,0.0,0.0,0,0.0,drop_wiki,0,0,vague fortification segment / unclear POI identity; avoid broad wall-page popularity,Istanbul,"Istanbul City Wall Istanbul City Wall fortifications,defensive_walls,historic,interesting_places historic ","istanbul city wall istanbul city wall fortifications,defensive walls,historic,interesting places historic",istanbul city wall,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,1,non_atomic_poi,"Large linear historic structure, not an atomic destination POI",0,0,0,1,0,1
