poi_id,name,category,lat,lon,category_clean
9024963374,Cumhuriyet Parkı,leisure:park,41.0845221,28.8727106,park
9033978485,Nişan Taşı,historic:memorial,41.051731,28.9915153,historic
9056446817,Bathonea Arkeolojik Kazı Alanı,tourism:attraction,41.0329087,28.7337663,attraction
9057378203,770. Sokak Parkı,leisure:park,41.0714144,28.9073528,park
9057384617,Fildamı,tourism:attraction,40.9930736,28.8861061,attraction
9062726536,803/4. Sokak Parkı,leisure:park,41.0713469,28.9133034,park
9063181317,Dragos Arkeolojik Kazı Alanı,tourism:attraction,40.9031308,29.1511392,attraction
9067337788,Ertuğrul Gazi Parkı,leisure:park,41.0652537,28.9157618,park
9099335181,Küçüksu Kasrı Mesire Alanı,leisure:park,41.076742,29.0651172,park
9156308526,Reyhan Sokak Dinlenme Alanı,leisure:park,40.9073787,29.2373521,park
9166929212,Şerife Bacı Anıtı,historic:monument,41.115819,28.9981836,historic
9206305917,Beyazit Kulesi,historic:monument,41.0113939,28.9646825,historic
9214457118,Istiklâl Caddesi,tourism:attraction,41.0346417,28.9801102,attraction
9217070484,Türk Eczacılık Tarihi İhtisas Müzesi,tourism:museum,41.0108493,28.9631157,museum
9217099231,İstanbul Üniversitesi Rıdvan Çelikel Arkeoloji Müzesi,tourism:museum,41.0098561,28.9601156,museum
9252958276,Bizans Zindanları,tourism:museum,40.8650138,28.9930175,museum
9252958337,Henry Bulwer Şatosu,historic:castle,40.8647943,28.9957822,historic
9252958379,Geriye Kalanlar,historic:memorial,40.8652275,28.9954466,historic
9252958450,Açık Hava Sergisi,historic:memorial,40.8644833,28.9949006,historic
9363373659,Spor Yazarları Parkı,leisure:park,41.0860578,29.0262655,park
9363528122,Murat Parkı,leisure:park,41.0826761,29.0261643,park
9363528123,Babil Parkı,leisure:park,41.0822898,29.0279668,park
9393008312,Nakkaş Sarnıcı,tourism:attraction,41.0041016,28.9751527,attraction
9393846207,İslambey Çeşmesi,historic:fountain,41.0514574,28.9267588,historic
9401984424,Ahmet Hulusi Dörtışık Hayratı,historic:memorial,41.0526884,28.9194951,historic
9431350551,Hasan Rıza Paşa Çeşmesi,historic:fountain,41.0523275,28.9157172,historic
9434859019,Korugan 29,historic:yes,41.3065035,28.5293046,historic
9434859020,Korugan 26,historic:yes,41.3040645,28.5260578,historic
9434859024,Korugan 32,historic:yes,41.3180905,28.5340275,historic
9437899869,Korugan 23,historic:yes,41.3011676,28.5159078,historic
9437906780,Korugan 19,historic:yes,41.2740964,28.5121983,historic
9437906781,Alaiye Anıtı,historic:monument,41.2738333,28.5131693,historic
9437929321,Korugan 234,historic:yes,41.2856674,28.509551,historic
9437929322,Korugan 233,historic:yes,41.2862216,28.5089877,historic
9437929331,Korugan 235,historic:yes,41.2852864,28.5099949,historic
9437929332,Korugan 236,historic:yes,41.2844258,28.50972,historic
9456509813,Korugan 252,historic:yes,41.2526039,28.5163558,historic
9456520469,Korugan 30,historic:yes,41.2518024,28.5294369,historic
9456520479,Korugan 253,historic:yes,41.2514343,28.5215914,historic
9456520485,Korugan 247,historic:yes,41.2492383,28.5195999,historic
9456520486,Korugan 248,historic:yes,41.2494732,28.5175842,historic
9456520487,Korugan 249,historic:yes,41.2497626,28.5173683,historic
9456520497,Korugan 251,historic:yes,41.2457646,28.5117477,historic
9456528519,Korugan 245,historic:yes,41.2610556,28.514607,historic
9456528520,Korugan 21,historic:yes,41.2611746,28.5139069,historic
9456528532,Korugan 15,historic:yes,41.2624468,28.5086444,historic
9456528534,Korugan 240,historic:yes,41.2550529,28.5017002,historic
9456528538,Korugan 12,historic:yes,41.2555349,28.5060655,historic
9456528539,Korugan 11,historic:yes,41.2583064,28.5052782,historic
9456528540,Korugan 10,historic:yes,41.2585241,28.5054727,historic
9482768500,Mermer Anıtı,historic:memorial,40.986962,29.0525299,historic
9482768518,Jet Uçağı Anıtı,historic:monument,40.9853863,29.0541508,historic
9521568963,Colorful houses,tourism:attraction,41.029576,28.9476317,attraction
