poi_id,name,name_en,category,category_clean,lat,lon,distance_to_center_km,nearby_count_500m,cluster_id,category_score,landmark_name_score,centrality_score,density_score,importance_score,is_park,is_historic,is_museum,is_attraction,is_religious
499944905,Atik Ali Paşa Medresesi,,historic:building,historic,41.0083319,28.9699962,0.705310888256225,37,12,0.82,0.1,0.9918288691939635,0.5441176470588235,0.6945780725228948,0,1,0,0,0
5108836360,Sultan Spa and Wellness Center,,tourism:attraction,attraction,41.0123762,28.977568,0.46959098735530036,40,12,0.78,0.1,0.9946857440602553,0.5882352941176471,0.6944645467474884,0,0,0,1,0
247442912,Masumiyet Müzesi,,tourism:museum,museum,41.030853,28.9798332,2.5217702807572095,26,12,0.85,0.35,0.9698137692204705,0.38235294117647056,0.6940323660602588,0,0,1,0,0
3279398393,Masumiyet Müzesi,The Museum of Innocence,tourism:museum,museum,41.0308716,28.9797952,2.523686286424964,26,12,0.85,0.35,0.9697905476408968,0.38235294117647056,0.6940253995863866,0,0,1,0,0
2996272,Agavat Dairesi (Deniz Müzesi K. Tarih Arşivi),,historic:building,historic,41.0404574,29.0036252,4.1645582597246715,30,12,0.82,0.35,0.9499035296954206,0.4411764705882353,0.6937651765556849,0,1,0,0,0
8699169212,PTT Müzesi,Post Museum,tourism:museum,museum,41.0147153,28.9738991,0.8169915337247,24,12,0.85,0.35,0.9904753236177491,0.35294117647058826,0.6928778912029718,0,0,1,0,0
569707977,Cat Museum,,tourism:museum,museum,41.0265284,28.9749954,2.0579473348969315,25,12,0.85,0.35,0.9754352042854487,0.36764705882352944,0.6920423259915169,0,0,1,0,0
32396296,Bağdad Köşkü,Baghdad Kiosk,historic:building,historic,41.0141542,28.984545,0.8391610234764134,36,12,0.82,0.1,0.990206634135749,0.5294117647058824,0.6904149314171952,0,1,0,0,0
194486642,Sofa Köşkü,Sofa Pavilion,historic:building,historic,41.0139667,28.9848982,0.8416993476389408,36,12,0.82,0.1,0.9901758701889006,0.5294117647058824,0.6904057022331407,0,1,0,0,0
1807703751,Istanbul Photography Museum,,tourism:museum,museum,41.0046397,28.967754,0.9771167379740844,23,12,0.85,0.35,0.9885346403333447,0.3382352941176471,0.6886192156294152,0,0,1,0,0
260976707,Türkiye İş Bankası Müzesi,İşbank Museum,tourism:museum,museum,41.0160939,28.9726009,1.0036028511137396,23,12,0.85,0.35,0.9882136342975996,0.3382352941176471,0.6885229138186916,0,0,1,0,0
8735018410,Mehmet Akif Ersoy Parkı,,leisure:park,park,41.0077677,28.9754453,0.2525453684512955,63,12,0.45,0.15,0.997316290616213,0.9264705882352942,0.6883125342436873,1,0,0,0,0
3374681017,Atik Ali Paşa Medresesi,,historic:monument,historic,41.0084081,28.9699808,0.7068290434720895,35,12,0.82,0.1,0.9918104694769148,0.5147058823529411,0.6872196114313097,0,1,0,0,0
13385771381,IV. Mehmet Türbesi,Tomb of Mehmed the Hunter,historic:tomb,historic,41.0160855,28.9717905,1.0374841199466585,25,12,0.82,0.35,0.9878030005539195,0.36764705882352944,0.6867526648720581,0,1,0,0,1
1620494633,Hatice Turhan Sultan Türbesi,Tomb of Hatice Turhan Sultan,historic:monument,historic,41.0162025,28.9719047,1.0434658641345362,25,12,0.82,0.35,0.9877305030916279,0.36764705882352944,0.6867309156333706,0,1,0,0,1
13385771383,V. Murat Türbesi,,historic:tomb,historic,41.0161468,28.9717123,1.0467536963482464,25,12,0.82,0.35,0.9876906552672396,0.36764705882352944,0.6867189612860543,0,1,0,0,1
18161438,Nuruosmaniye Camisi,Nuruosmaniye Mosque,tourism:attraction,attraction,41.0103417,28.9704056,0.7118149413356701,32,12,0.78,0.25,0.9917500414594334,0.47058823529411764,0.6866720712613593,0,0,0,1,1
3400112453,Yedi Kule Hisarı Müzesi,,tourism:museum,museum,40.9935689,28.9239308,4.851886728908347,16,17,0.85,0.58,0.9415732554122875,0.23529411764705882,0.6832955060354509,0,0,1,0,0
32396254,Mecidiye Köşkü,Grand Kiosk,historic:building,historic,41.0137476,28.9857176,0.8703493580839893,34,12,0.82,0.1,0.9898286381798652,0.5,0.6829485914539596,0,1,0,0,0
